priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status
388,2,Tier 2 — Consistent reversal,3,BRD-A87387433,cefpodoxime,-0.739958,-16.166328,-8.876680,3,3,0,-8.594322,-8.876680,-16.166328,-90.000000,398,True,False,True,False,True,False,6335986.000000,Cefpodoxime,C15H17N5O6S2,427.500000,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,"InChI=1S/C15H17N5O6S2/c1-25-3-6-4-27-13-9(12(22)20(13)10(6)14(23)24)18-11(21)8(19-26-2)7-5-28-15(16)17-7/h5,9,13H,3-4H2,1-2H3,(H2,16,17)(H,18,21)(H,23,24)/b19-8-/t9-,13-/m1/s1",WYUSVOMTXWRGEK-HBWVYFAYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,True,CEFPODOXIME PROXETIL,Cefpodoxime Proxetil,"NuCare Pharmaceuticals,Inc.",HUMAN PRESCRIPTION DRUG,ORAL,"INDICATIONS AND USAGE Cefpodoxime proxetil is indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms in the conditions listed below. Recommended dosages, durations of therapy, and applicable patient populations vary among these infections. Please see DOSAGE AND ADMINISTRATION for specific recommendations. Acute otitis media caused by Streptococcus pneumoniae (excluding penicillin-resistant strains), Streptococcus pyogenes, Haemophilusinfluenzae (including beta-lactamase-producing strains), or Moraxella (Branhamella) catarrhalis (including beta-lactamase-producing strains). Pharyngitis and/or tonsillitis cause...",cefpodoxime,200,True,10,NCT00143533 | NCT00194532 | NCT00494520 | NCT00644696 | NCT00786669 | NCT01502878 | NCT02099240 | NCT03098485 | NCT05384197 | NCT06406114,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,EARLY_PHASE1 | NA | PHASE1 | PHASE2 | PHASE3,"Anomia, Aphasia, Traumatic Brain Injury, Cerebrovascular Accident | Drug Allergy, Cephalosporin Allergy, Drug Hypersensitivity, Antibiotic Allergy, Beta Lactam Adverse Reaction | Microbiota, Anti-bacterial Agents | Neoplasm, Diarrhea | Neuroblastoma | Nut Allergy | Osteomyelitis | Renal Stone | Solid Tumor | Urinary Tract Infection",cefpodoxime,200,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
389,2,Tier 2 — Consistent reversal,3,BRD-K27351809,nomegestrol-acetate,-1.740576,-8.865608,-14.262863,3,3,0,-8.289682,-8.865608,-14.262863,-90.000000,399,True,False,True,False,True,False,91668.000000,Nomegestrol Acetate,C23H30O4,370.500000,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4C1=CC(=O)CC4,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@H]4C1=CC(=O)CC4,"InChI=1S/C23H30O4/c1-13-11-20-18(17-6-5-16(26)12-19(13)17)7-9-22(4)21(20)8-10-23(22,14(2)24)27-15(3)25/h11-12,17-18,20-21H,5-10H2,1-4H3/t17-,18-,20-,21+,22+,23+/m1/s1",IIVBFTNIGYRNQY-YQLZSBIMSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00413062 | NCT00511199 | NCT00511355 | NCT00511433 | NCT01650168 | NCT01715025 | NCT03531437 | NCT03749733 | NCT05264506 | NCT06324851,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,PHASE1 | PHASE3 | PHASE4,"Bioequivalence | Contraception | Contraception, Hypercoagulability | Endometrial Polyp, Endometrial Diseases | Menorrhagia",nomegestrol-acetate,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
390,2,Tier 2 — Consistent reversal,3,BRD-K17823458,danoprevir,-8.511022,-10.097717,-4.093266,3,3,0,-7.567335,-8.511022,-10.097717,-90.000000,400,True,False,True,False,True,False,11285588.000000,Danoprevir,C35H46FN5O9S,731.800000,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,"InChI=1S/C35H46FN5O9S/c1-34(2,3)50-32(45)37-27-13-8-6-4-5-7-11-22-17-35(22,31(44)39-51(47,48)24-14-15-24)38-29(42)28-16-23(19-41(28)30(27)43)49-33(46)40-18-21-10-9-12-26(36)25(21)20-40/h7,9-12,22-24,27-28H,4-6,8,13-20H2,1-3H3,(H,37,45)(H,38,42)(H,39,44)/b11-7-/t22-,23-,27+,28+,35-/m1/s1",ZVTDLPBHTSMEJZ-JSZLBQEHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT01220947 | NCT01278134 | NCT01514968 | NCT01531647 | NCT01579019 | NCT01588002 | NCT01654211 | NCT03019991 | NCT03887637 | NCT04345276,COMPLETED | UNKNOWN | WITHDRAWN,PHASE1 | PHASE2 | PHASE4,"COVID-19 | Chronic Hepatitis C | Healthy | Healthy Volunteer | Hepatitis C, Chronic",danoprevir,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
392,2,Tier 2 — Consistent reversal,3,BRD-A80793822,pemoline,-1.761804,-23.855093,-8.332139,3,3,0,-11.316345,-8.332139,-23.855093,-90.000000,402,True,False,True,False,True,False,4723.000000,Pemoline,C9H8N2O2,176.170000,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,"InChI=1S/C9H8N2O2/c10-9-11-8(12)7(13-9)6-4-2-1-3-5-6/h1-5,7H,(H2,10,11,12)",NRNCYVBFPDDJNE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,6,NCT00000282 | NCT00000340 | NCT01026194 | NCT01055223 | NCT02254577 | NCT07462065,COMPLETED | RECRUITING | WITHDRAWN,PHASE2 | PHASE3 | PHASE4,"Cocaine-Related Disorders | Fractures, Bone, Type II Diabetes | Infertility | Infertility Treatment, Pregnancy Rates | Type 2 Diabetes Mellitus",pemoline,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
393,2,Tier 2 — Consistent reversal,3,BRD-A07440155,labetalol,-0.028737,-10.806827,-8.260821,3,3,0,-6.365462,-8.260821,-10.806827,-90.000000,403,True,False,True,False,True,False,3869.000000,Labetalol,C19H24N2O3,328.400000,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,"InChI=1S/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)",SGUAFYQXFOLMHL-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,NDA019425,SEBELA IRELAND LTD,001,Discontinued,INJECTABLE,INJECTION,LABETALOL HYDROCHLORIDE,labetalol,200,False,,,,,,,,429,True,10,NCT00765648 | NCT00963976 | NCT01316952 | NCT02281838 | NCT02426177 | NCT03761888 | NCT03877692 | NCT04116112 | NCT04278404 | NCT05989581,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,PHASE1 | PHASE2 | PHASE3 | PHASE4,"Acute Stroke, Endovascular Thrombectomy | Coronavirus Infection (COVID-19), Pulmonary Arterial Hypertension, Urinary Tract Infections in Children, Hypertension, Pain | Hypersensitivity | Hypertension in Pregnancy | Hypertensive Urgency | Intracerebral Hemorrhage | Postnatal Hypertension | Preeclampsia Severe | Preeclampsia With Severe Features, Chronic Hypertension in Obstetric Context",labetalol,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
394,2,Tier 2 — Consistent reversal,3,BRD-K91733562,secoisolariciresinol,-2.184637,-8.029334,-19.182842,3,3,0,-9.798938,-8.029334,-19.182842,-90.000000,404,True,False,True,False,True,False,65373.000000,(-)-Secoisolariciresinol,C20H26O6,362.400000,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",PUETUDUXMCLALY-HOTGVXAUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,404,False,,,,,,,,429,True,8,NCT00248794 | NCT01234506 | NCT01276704 | NCT01314586 | NCT01531569 | NCT01846117 | NCT01928966 | NCT04179136,COMPLETED | TERMINATED | WITHDRAWN,"NA | PHASE1, PHASE2 | PHASE2","Breast Cancer | Cardiovascular Disease, Blood Pressure | Cognitive Impairment, Schizophrenia | Diabetes Mellitus, Type 2, Hypercholesterolemia | Healthy Volunteers | Hypercholesterolemia | Oxidative Stress, Inflammation, Aging, Dementia, Pain | Oxidative Stress, Inflammation, Aging, Pain",secoisolariciresinol,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
396,2,Tier 2 — Consistent reversal,3,BRD-K19277754,paroxetine,-0.211417,-11.568109,-7.912635,3,3,0,-6.564053,-7.912635,-11.568109,-90.000000,406,True,False,True,False,True,False,43815.000000,Paroxetine,C19H20FNO3,329.400000,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,"InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1",AHOUBRCZNHFOSL-YOEHRIQHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,NDA204516,LEGACY,001,Prescription,CAPSULE,ORAL,PAROXETINE MESYLATE,paroxetine,200,False,,,,,,,,429,True,10,NCT00048204 | NCT00406003 | NCT00650403 | NCT01316926 | NCT01371435 | NCT02852577 | NCT03599011 | NCT05188833 | NCT05720637 | NCT06337539,COMPLETED | NOT_YET_RECRUITING | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE4,"Depression, Inflammation, Antidepressants, Immunity | Depressive Disorder | Depressive Disorder, Major | Healthy | Major Depressive Disorder | Mental Disorders | Obsessive-Compulsive Disorder, EEG With Periodic Abnormalities | Panic Disorder, Agoraphobia | Taste Disorders",paroxetine,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
397,2,Tier 2 — Consistent reversal,3,BRD-K29582115,ziprasidone,-6.677304,-28.143295,-7.836301,3,3,0,-14.218967,-7.836301,-28.143295,-90.000000,407,True,False,True,False,True,False,60854.000000,Ziprasidone,C21H21ClN4OS,412.900000,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",MVWVFYHBGMAFLY-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00148564 | NCT00265382 | NCT00347425 | NCT00454883 | NCT00538642 | NCT00635921 | NCT00806234 | NCT01498770 | NCT01581879 | NCT03211897,COMPLETED | TERMINATED,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Affective Psychosis, Bipolar, Mania, Manic-Depressive Psychosis | Agitation,Psychomotor | Bipolar Disorder | Borderline Personality Disorder | Healthy | Psychotic Disorders | Schizophrenia | Schizophrenia and Schizoaffective Disorder | Schizophrenia, Schizoaffective Disorder, Bipolar Disorder",ziprasidone,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
398,2,Tier 2 — Consistent reversal,3,BRD-A16444946,acarbose,-0.704722,-28.852951,-7.731301,3,3,0,-12.429658,-7.731301,-28.852951,-90.000000,408,True,False,True,False,True,False,9811704.000000,Acarbose,C25H43NO18,645.600000,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O)N[C@H]3C=C([C@H]([C@@H]([C@H]3O)O)O)CO,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3/t7-,9+,10+,11-,12-,13-,14-,15+,16-,17+,18+,19-,20-,21-,22-,23-,24-,25-/m1/s1",CEMXHAPUFJOOSV-XGWNLRGSSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00417950 | NCT01624116 | NCT01685502 | NCT01728740 | NCT02243176 | NCT04521751 | NCT04591626 | NCT04877366 | NCT05629806 | NCT07436585,COMPLETED | UNKNOWN,"NA | PHASE1 | PHASE1, PHASE2 | PHASE3 | PHASE4","Diabetes Mellitus | Diabetes Mellitus, Impaired Glucose Tolerance | Diabetes Mellitus, Type II | Diabetes, Diabetes Complications, Diabetic Neuropathy | Diabetes, Type 2 | Dietary Supplement | Overweight or Obesity | Type 2 Diabetes Mellitus | Type 2 Diabetes, Blood Glucose Fluctuation",acarbose,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
399,2,Tier 2 — Consistent reversal,3,BRD-K63923597,barasertib-HQPA,-0.042677,-13.783743,-7.721090,3,3,0,-7.182503,-7.721090,-13.783743,-90.000000,409,True,False,True,False,True,False,16007391.000000,Defosbarasertib,C26H30FN7O3,507.600000,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,"InChI=1S/C26H30FN7O3/c1-2-34(10-11-35)9-4-12-37-21-7-8-22-23(16-21)28-17-29-26(22)31-24-14-20(32-33-24)15-25(36)30-19-6-3-5-18(27)13-19/h3,5-8,13-14,16-17,35H,2,4,9-12,15H2,1H3,(H,30,36)(H2,28,29,31,32,33)",QYZOGCMHVIGURT-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,1,NCT03217838,TERMINATED,PHASE1,Acute Myeloid Leukaemia,barasertib-HQPA,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
400,2,Tier 2 — Consistent reversal,3,BRD-A79981887,midodrine,-0.105708,-18.945356,-7.577555,3,3,0,-8.876206,-7.577555,-18.945356,-90.000000,410,True,False,True,False,True,False,4195.000000,Midodrine,C12H18N2O4,254.280000,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,"InChI=1S/C12H18N2O4/c1-17-8-3-4-11(18-2)9(5-8)10(15)7-14-12(16)6-13/h3-5,10,15H,6-7,13H2,1-2H3,(H,14,16)",PTKSEFOSCHHMPD-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00262470 | NCT01515865 | NCT01707953 | NCT02147470 | NCT03911817 | NCT04782830 | NCT04952935 | NCT06091345 | NCT06245590 | NCT07422948,ACTIVE_NOT_RECRUITING | COMPLETED | NOT_YET_RECRUITING | RECRUITING | UNKNOWN,"NA | PHASE1, PHASE2 | PHASE3 | PHASE4","Acute on Chronic Liver Failure | Congestive Heart Failure, Hypotension | Decompensated Cirrhosis | Liver Cirrhosis | Liver Cirrhosis and Acute Kidney Injury | Orthostatic; Hypotension, Neurogenic, Autonomic Failure, Pure Autonomic Failure, Multiple System Atrophy, Orthostatic; Hypotension, Parkinsonism | Postoperative Orthostatic Hypotension, Postoperative Orthostatic Intolerance | Septic Shock | Symptomatic Orthostatic Hypotension | Tachycardia, Chronic Orthostatic Intolerance",midodrine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
401,2,Tier 2 — Consistent reversal,3,BRD-K67511046,naloxone,-0.140944,-25.201134,-7.480270,3,3,0,-10.940783,-7.480270,-25.201134,-90.000000,411,True,False,True,False,True,False,5284596.000000,Naloxone,C19H21NO4,327.400000,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,"InChI=1S/C19H21NO4/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11/h2-4,14,17,21,23H,1,5-10H2/t14-,17+,18+,19-/m1/s1",UZHSEJADLWPNLE-GRGSLBFTSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00938886 | NCT01150435 | NCT01843023 | NCT02267304 | NCT02372591 | NCT02911597 | NCT03291847 | NCT03975010 | NCT04530591 | NCT06609278,COMPLETED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE4,"Chronic Pain | Depression | Driving Ability | Drug Dependence | Hazardous Drinking, Cigarette Smoking | Healthy | Maternal Opioid Use Disorder, Opioid Exposed Infant | Opioid Overdose, Opioid-use Disorder, Substance Use Disorders | Opioid Use, Stimulant Use | Opioid-Related Disorders, Chronic Pain",naloxone,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
402,2,Tier 2 — Consistent reversal,3,BRD-K75089421,procainamide,-0.035236,-21.946564,-7.133111,3,3,0,-9.704970,-7.133111,-21.946564,-90.000000,412,True,False,True,False,True,False,4913.000000,Procainamide,C13H21N3O,235.330000,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,"InChI=1S/C13H21N3O/c1-3-16(4-2)10-9-15-13(17)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3,(H,15,17)",REQCZEXYDRLIBE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00000464 | NCT00000518 | NCT00000556 | NCT00383799 | NCT00589303 | NCT00702117 | NCT01891058 | NCT02575534 | NCT03528616 | NCT04234906,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,NA | PHASE3 | PHASE4,"Arrhythmia, Atrial Fibrillation, Cardiovascular Diseases, Heart Diseases | Arrhythmia, Cardiovascular Diseases, Death, Sudden, Cardiac, Heart Diseases, Tachycardia, Ventricular | Arrhythmia, Cardiovascular Diseases, Heart Arrest, Heart Diseases, Myocardial Infarction | Arrhythmias | Atrial Fibrillation, Atrial Flutter | Atrial Fibrillation, Heart Failure | Atrial Fibrillation, Tachycardia, Ventricular, Brugada Syndrome | Cardiac; Dysrhythmia, Postoperative, Congenital Heart Surgery | Supraventricular Tachycardia | Ventricular Tachycardia, Wide QRS Tachycardia",procainamide,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
403,2,Tier 2 — Consistent reversal,3,BRD-K43887077,dopamine,-2.783650,-7.117415,-24.478298,3,3,0,-11.459788,-7.117415,-24.478298,-90.000000,413,True,False,True,False,True,False,681.000000,Dopamine,C8H11NO2,153.180000,C1=CC(=C(C=C1CCN)O)O,C1=CC(=C(C=C1CCN)O)O,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00001147 | NCT00145132 | NCT00940914 | NCT02536261 | NCT02896816 | NCT03998852 | NCT05001217 | NCT05713721 | NCT07173738 | NCT07663474,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,"NA | PHASE1 | PHASE2 | PHASE2, PHASE3 | PHASE3 | PHASE4","Addiction, SMARTPHONE OWNER | Apathy | Autonomic Nervous System Disease, Healthy, Hypertension, Pheochromocytoma | Depression | Invasive Prolactinomas Involving the Cavernous Sinus | Parkinson | Parkinson Disease | Parkinson's Disease, Pain | Parkinson, Dystonia, DYT3, DYT5, PINK1 Gene Deletion | Pulmonary Arterial Hypertension",dopamine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
