priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status
640,3,Tier 3 — Partial reversal,2,BRD-A42346008,metanephrine,0.000000,-37.538320,-68.011750,3,2,0,-35.183357,-37.538320,-68.011750,-90.000000,640,False,False,True,False,True,False,21100.000000,Metanephrine,C10H15NO3,197.230000,CNCC(C1=CC(=C(C=C1)O)OC)O,CNCC(C1=CC(=C(C=C1)O)OC)O,"InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3",JWJCTZKFYGDABJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00001147 | NCT00004847 | NCT00028106 | NCT02659878 | NCT03308435 | NCT03447002 | NCT04495231 | NCT04891081 | NCT05053685 | NCT05408988,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,PHASE1 | PHASE2,"Acyanotic Congenital Heart Disease, Cyanotic Congenital Heart Disease, Pheochromocytoma, Paraganglioma | Aortic Valve Stenosis, Clinical Trial, Depression, Frail Elderly Syndrome, Inflammation | Autonomic Nervous System Disease, Healthy, Hypertension, Pheochromocytoma | Catecholamine; Overproduction, Catecholamine; Secretion, Metabolic Syndrome, Hypertensive Heart Disease, Hypertensive Kidney Disease | Myocardial Injury, Lung Injury, Subarachnoid Hemorrhage | Pheochromocytoma | Pheochromocytoma, Endocrine Disease, Endocrine Diseases | Pheochromocytoma, Obstructive Sleep Apnea, Catecholamine; Secretion | Premature Ventricular Contraction | Takotsubo Cardiomyopathy, Subarachnoid Hemorrhage",metanephrine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
642,3,Tier 3 — Partial reversal,2,BRD-A24228527,ofloxacin,4.545454,-58.855140,-37.287704,3,2,0,-30.532463,-37.287704,-58.855140,-90.000000,642,False,False,True,False,True,False,4583.000000,Ofloxacin,C18H20FN3O4,361.400000,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00079885 | NCT00764582 | NCT00840580 | NCT01096849 | NCT01537055 | NCT01785927 | NCT02551796 | NCT02711176 | NCT03565484 | NCT06494072,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Cataract Extraction | Community Acquired Pneumonia in Children | Community Acquired Pneumonia, Bacterial Pneumonia, Cross Infection | Complicated Urinary Tract Infection, Acute Pyelonephritis | Corneal Transplantation | Eradication Rate for Helicobacter | Healthy | Helicobacter Infection | Helicobacter Pylori Infection | Myopia, Astigmatism",ofloxacin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
643,3,Tier 3 — Partial reversal,2,BRD-K31627533,rimexolone,0.000000,-39.204544,-37.072025,3,2,0,-25.425523,-37.072025,-39.204544,-90.000000,643,False,False,True,False,True,False,5311412.000000,Rimexolone,C24H34O3,370.500000,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,"InChI=1S/C24H34O3/c1-6-20(27)24(5)14(2)11-18-17-8-7-15-12-16(25)9-10-22(15,3)21(17)19(26)13-23(18,24)4/h9-10,12,14,17-19,21,26H,6-8,11,13H2,1-5H3/t14-,17+,18+,19+,21-,22+,23+,24-/m1/s1",QTTRZHGPGKRAFB-OOKHYKNYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,2,NCT00471419 | NCT02816905,COMPLETED,PHASE3 | PHASE4,Dry Eye | Intraocular Pressure,rimexolone,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
644,3,Tier 3 — Partial reversal,2,BRD-K14880289,GW-501516,2.959831,-36.660625,-44.852850,3,2,0,-26.184548,-36.660625,-44.852850,-90.000000,644,False,False,True,False,True,False,9803963.000000,GW 501516,C21H18F3NO3S2,453.500000,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,"InChI=1S/C21H18F3NO3S2/c1-12-9-16(7-8-17(12)28-10-19(26)27)29-11-18-13(2)25-20(30-18)14-3-5-15(6-4-14)21(22,23)24/h3-9H,10-11H2,1-2H3,(H,26,27)",YDBLKRPLXZNVNB-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,3,NCT00158899 | NCT00388180 | NCT00841217,COMPLETED,PHASE2 | PHASE4,"Dyslipidaemias, Dyslipidaemia | Hypercholesterolemia, Dyslipidaemias, Obesity | Obesity, Lipid Disorders, Cardiovascular Disease",GW-501516,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
645,3,Tier 3 — Partial reversal,2,BRD-A98378129,talniflumate,0.000000,-36.310100,-36.302643,3,2,0,-24.204248,-36.302643,-36.310100,-90.000000,645,False,False,True,False,True,False,48229.000000,Talniflumate,C21H13F3N2O4,414.300000,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,"InChI=1S/C21H13F3N2O4/c22-21(23,24)12-5-3-6-13(11-12)26-17-16(9-4-10-25-17)19(28)30-20-15-8-2-1-7-14(15)18(27)29-20/h1-11,20H,(H,25,26)",ANMLJLFWUCQGKZ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,2,NCT02384928 | NCT06777537,COMPLETED | NOT_YET_RECRUITING,NA | PHASE4,"Breast Cancer | Sciatica, Intervertebral Disc Displacement",talniflumate,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
646,3,Tier 3 — Partial reversal,2,BRD-K15563106,phloretin,0.000000,-37.116245,-36.248770,3,2,0,-24.455005,-36.248770,-37.116245,-90.000000,646,False,False,True,False,True,False,4788.000000,Phloretin,C15H14O5,274.270000,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",VGEREEWJJVICBM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,1,NCT07265115,COMPLETED,NA,Prediabetes,phloretin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
647,3,Tier 3 — Partial reversal,2,BRD-K19533706,tranilast,0.000000,-48.171482,-36.179690,3,2,0,-28.117057,-36.179690,-48.171482,-90.000000,647,False,False,True,False,True,False,5282230.000000,Tranilast,C18H17NO5,327.300000,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,"InChI=1S/C18H17NO5/c1-23-15-9-7-12(11-16(15)24-2)8-10-17(20)19-14-6-4-3-5-13(14)18(21)22/h3-11H,1-2H3,(H,19,20)(H,21,22)/b10-8+",NZHGWWWHIYHZNX-CSKARUKUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00818805 | NCT00882024 | NCT00995618 | NCT01003613 | NCT01109121 | NCT03490708 | NCT03528070 | NCT05626829 | NCT06643689 | NCT06689514,COMPLETED | NOT_YET_RECRUITING | RECRUITING | UNKNOWN,EARLY_PHASE1 | PHASE2 | PHASE3 | PHASE4,"Active Rheumatoid Arthritis | Allergic Conjunctivitis | Esophageal Stricture, Esophageal Neoplasms | Gout, Hyperuricemia | Moderate to Severe Gout, Hyperuricemia | Mucinoses | Nasopharyngeal Carcinoma, Recurrent Cancer | Prostatic Hypertrophy, Benign | Pterygium | Sarcoidosis",tranilast,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
648,3,Tier 3 — Partial reversal,2,BRD-K89152108,liothyronine,0.000000,-36.099510,-53.624916,3,2,0,-29.908142,-36.099510,-53.624916,-90.000000,648,False,False,True,False,True,False,5920.000000,Liothyronine,C15H12I3NO4,650.970000,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",AUYYCJSJGJYCDS-LBPRGKRZSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00223158 | NCT01259921 | NCT03043521 | NCT04208906 | NCT04908163 | NCT04914416 | NCT05572814 | NCT06396143 | NCT06809543 | NCT06838793,COMPLETED | RECRUITING | UNKNOWN,NA | PHASE1,"Healthy | Heart Failure, Type 2 Diabetes, Atrial Fibrillation | Hyperglycemia, Postprandial | Locally Advanced Gastric Carcinoma | Musculoskeletal Diseases or Conditions | Obesity, Healthy Aging, Cognitive Impairment | Pediatric Cardiac Surgery | Posttraumatic Stress Disorder | Rotator Cuff Tendinopathy | Thyroid Cancer",liothyronine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
651,3,Tier 3 — Partial reversal,2,BRD-K07265709,dexrazoxane,0.000000,-35.518402,-48.658905,3,2,0,-28.059102,-35.518402,-48.658905,-90.000000,651,False,False,True,False,True,False,71384.000000,Dexrazoxane,C11H16N4O4,268.270000,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,"InChI=1S/C11H16N4O4/c1-7(15-5-10(18)13-11(19)6-15)2-14-3-8(16)12-9(17)4-14/h7H,2-6H2,1H3,(H,12,16,17)(H,13,18,19)/t7-/m0/s1",BMKDZUISNHGIBY-ZETCQYMHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00001335 | NCT00165087 | NCT00334867 | NCT00928200 | NCT01523977 | NCT01871766 | NCT03007147 | NCT03164057 | NCT03930680 | NCT07654426,ACTIVE_NOT_RECRUITING | COMPLETED | RECRUITING | TERMINATED | WITHDRAWN,PHASE1 | PHASE2 | PHASE3,"Acute Lymphoblastic Leukemia | Acute Lymphoblastic Leukemia, B Acute Lymphoblastic Leukemia, Mixed Phenotype Acute Leukemia, T Acute Lymphoblastic Leukemia | Acute Myeloid Leukemia, Myelodysplastic Syndromes | Degradation of Top2b and Top2a in Human by Dexrazoxane, Time Course and Degradation of Top2b in Human by Dexrazoxane, Effects of Dexrazoxane on Healthy Human | Diffuse Large B-cell Lymphoma (DLBCL), Cardiotoxicity, Lymphoma | Ewing's Sarcoma, Neuroblastoma, Rhabdomyosarcoma | Relapsed Acute Lymphoblastic Leukemia, Allergy to PEG e.Coli Asparaginase, Allergy to Native e.Coli Asparaginase | Rhabdomyosarcoma | Sarcoma",dexrazoxane,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
652,3,Tier 3 — Partial reversal,2,BRD-K74763371,bosentan,0.000000,-35.480804,-41.296790,3,2,0,-25.592531,-35.480804,-41.296790,-90.000000,652,False,False,True,False,True,False,104865.000000,Bosentan,C27H29N5O6S,551.600000,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,"InChI=1S/C27H29N5O6S/c1-27(2,3)18-10-12-19(13-11-18)39(34,35)32-23-22(38-21-9-6-5-8-20(21)36-4)26(37-17-16-33)31-25(30-23)24-28-14-7-15-29-24/h5-15,33H,16-17H2,1-4H3,(H,30,31,32)",GJPICJJJRGTNOD-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00082186 | NCT00313222 | NCT00638131 | NCT01241383 | NCT01266265 | NCT01827059 | NCT04039464 | NCT04770155 | NCT07081932 | NCT07670091,ACTIVE_NOT_RECRUITING | COMPLETED | TERMINATED | UNKNOWN,EARLY_PHASE1 | NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Chronic Thromboembolic Pulmonary Hypertension | Coronary Microvascular Dysfunction (CMD), Angina Pectoris With Normal Coronary Arteriogram, Microvascular Angina | Healthy | Hypertension, Pulmonary | Pediatric Pulmonary Hypertension | Pulmonary Arterial Hypertension | Pulmonary Arterial Hypertension, Congenital Heart Disease | Scleroderma Renal Crisis | Type 2 Diabetes | Vascular Function, Racial Disparity",bosentan,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
654,3,Tier 3 — Partial reversal,2,BRD-K43149758,myricetin,0.000000,-43.037530,-35.271920,3,2,0,-26.103150,-35.271920,-43.037530,-90.000000,654,False,False,True,False,True,False,5281672.000000,Myricetin,C15H10O8,318.230000,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H",IKMDFBPHZNJCSN-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,1,NCT06548503,COMPLETED,NA,"Oxidative Stress, Alcohol Drinking",myricetin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
657,3,Tier 3 — Partial reversal,2,BRD-A29731977,17-hydroxyprogesterone-caproate,4.338247,-33.954266,-37.235554,3,2,0,-22.283858,-33.954266,-37.235554,-90.000000,657,False,False,True,False,True,False,169870.000000,Hydroxyprogesterone Caproate,C27H40O4,428.600000,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,"InChI=1S/C27H40O4/c1-5-6-7-8-24(30)31-27(18(2)28)16-13-23-21-10-9-19-17-20(29)11-14-25(19,3)22(21)12-15-26(23,27)4/h17,21-23H,5-16H2,1-4H3/t21-,22+,23+,25+,26+,27+/m1/s1",DOMWKUIIPQCAJU-LJHIYBGHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00120640 | NCT00163020 | NCT00331695 | NCT00809939 | NCT01317225 | NCT02173210 | NCT02937766 | NCT03257462 | NCT03433040 | NCT04183452,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,"NA | PHASE2 | PHASE2, PHASE3 | PHASE3 | PHASE4","Assessing Injection Pain of Makena® (Hydroxyprogesterone Caproate Injection, 250 mg/mL) in Healthy Post-menopausal Women | Congenital Adrenal Hyperplasia, CAH - Congenital Adrenal Hyperplasia | Pregnancy | Premature Birth | Premature Birth, Absorption; Chemicals | Premature Birth, Premature Labor | Preterm Birth | Preterm Birth, Obstetric Labor, Premature | Preterm Delivery",17-hydroxyprogesterone-caproate,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
658,3,Tier 3 — Partial reversal,2,BRD-K24994810,androstenol,0.000000,-43.960052,-33.631954,3,2,0,-25.864002,-33.631954,-43.960052,-90.000000,658,False,False,True,False,True,False,101989.000000,Androstenol,C19H30O,274.400000,CC12CCC3C(C1CC=C2)CCC4C3(CCC(C4)O)C,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C,"InChI=1S/C19H30O/c1-18-9-3-4-16(18)15-6-5-13-12-14(20)7-11-19(13,2)17(15)8-10-18/h3,9,13-17,20H,4-8,10-12H2,1-2H3/t13-,14+,15-,16-,17-,18-,19-/m0/s1",KRVXMNNRSSQZJP-PHFHYRSDSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00099697 | NCT00202241 | NCT00613288 | NCT01167829 | NCT01252745 | NCT01460654 | NCT01783574 | NCT02432261 | NCT04895306 | NCT05935761,COMPLETED | NOT_YET_RECRUITING | TERMINATED,NA | PHASE1 | PHASE2,"Aging, Obesity, Insulin Resistance | Chronic Low Back Pain | Depression | HIV, AIDS, Lipodystrophy, Hyperlipidemia | Healthy | Hypogonadism | Hypogonadism, Osteopenia, Osteoporosis | Pain, Opioid Use, Androgen Deficiency, Back Pain",androstenol,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
659,3,Tier 3 — Partial reversal,2,BRD-A66395008,parthenolide,0.000000,-68.246160,-33.346420,3,2,0,-33.864193,-33.346420,-68.246160,-90.000000,659,False,False,True,False,True,False,6473881.000000,Parthenolide,C15H20O3,248.320000,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,"InChI=1S/C15H20O3/c1-9-5-4-8-15(3)13(18-15)12-11(7-6-9)10(2)14(16)17-12/h5,11-13H,2,4,6-8H2,1,3H3/b9-5+/t11-,12-,13-,15+/m0/s1",KTEXNACQROZXEV-SLXBATTESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,5,NCT00133341 | NCT00640614 | NCT01518348 | NCT01797562 | NCT07236190,COMPLETED | RECRUITING | WITHDRAWN,NA | PHASE2 | PHASE3,"Allergic Contact Dermatitis | Alzheimer Disease, Mild Cognitive Impairment (MCI), Subjective Cognitive Decline (SCD) | Contact Dermatitis",parthenolide,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
661,3,Tier 3 — Partial reversal,2,BRD-A50157456,terbutaline,0.000000,-42.802612,-33.100636,3,2,0,-25.301083,-33.100636,-42.802612,-90.000000,661,False,False,True,False,True,False,5403.000000,Terbutaline,C12H19NO3,225.280000,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,"InChI=1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3",XWTYSIMOBUGWOL-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00214318 | NCT00252863 | NCT00750568 | NCT00989833 | NCT02509299 | NCT04016220 | NCT04278404 | NCT04433104 | NCT04481282 | NCT04527016,COMPLETED | RECRUITING | UNKNOWN,"NA | PHASE1 | PHASE1, PHASE2 | PHASE2 | PHASE3 | PHASE4","Acute Asthma | Asthma | Asthma in Children | COPD | Coronavirus Infection (COVID-19), Pulmonary Arterial Hypertension, Urinary Tract Infections in Children, Hypertension, Pain | Exercise Induced Asthma | Heart Failure | Immune Thrombocytopenia | Status Asthmaticus",terbutaline,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
662,3,Tier 3 — Partial reversal,2,BRD-K49807096,benazepril,0.000000,-33.011806,-36.454567,3,2,0,-23.155458,-33.011806,-36.454567,-90.000000,662,False,False,True,False,True,False,5362124.000000,Benazepril,C24H28N2O5,424.500000,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,"InChI=1S/C24H28N2O5/c1-2-31-24(30)20(14-12-17-8-4-3-5-9-17)25-19-15-13-18-10-6-7-11-21(18)26(23(19)29)16-22(27)28/h3-11,19-20,25H,2,12-16H2,1H3,(H,27,28)/t19-,20-/m0/s1",XPCFTKFZXHTYIP-PMACEKPBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00139555 | NCT00185120 | NCT00778726 | NCT00835367 | NCT00836576 | NCT00907374 | NCT01095939 | NCT01234922 | NCT01917149 | NCT04937907,COMPLETED | TERMINATED,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Alport Syndrome, X-Linked | Dilated Cardiomyopathy | Healthy | Hypertension | Hypertension, Left Ventricular Hypertrophy | Hypertension, Unspecified Adult Solid Tumor, Protocol Specific | Microalbuminuria | Renal Alteration",benazepril,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
