pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,worst_connectivity,n_negative_signatures
BRD-K02581333,protein-tyrosine-phosphatase-inhibitor-IV,8,-0.248362685,-0.24929531375,-0.34458432,-0.17513981,8
BRD-K16233984,eriochrome-black-t,6,-0.24835274499999999,-0.25622920833333335,-0.29050094,-0.23317294,6
BRD-A89175223,bisoprolol,8,-0.248346475,-0.2731129175,-0.41652066,-0.21318547,8
BRD-A07000685,hydrocortisone-hemisuccinate,6,-0.248329115,-0.26230049333333333,-0.37143642,-0.220152,6
BRD-K80970344,pyrrolidine-dithiocarbamate,3,-0.24832381,-0.24704612666666667,-0.28810075,-0.20471382,3
BRD-K45296539,ZD-7114,5,-0.24832207,-0.251468474,-0.29222634,-0.2074702,5
BRD-K01815685,indole-3-carbinol,4,-0.248321905,-0.2493656575,-0.25953925,-0.24127957,4
BRD-A19037878,trichostatin-a,16,-0.24829533999999998,-0.252390429375,-0.31136703,-0.18547106,16
BRD-K37792168,denbufylline,5,-0.24824953,-0.236664164,-0.28436893,-0.19008622,5
BRD-A23723433,paclitaxel,4,-0.24818879,-0.2502090975,-0.28025186,-0.22420695,4
BRD-K57080016,selumetinib,8,-0.248146155,-0.270192445,-0.3685824,-0.21975273,8
BRD-K71427192,BRD-K71427192,1,-0.24812792,-0.24812792,-0.24812792,-0.24812792,1
BRD-K99818283,PIK-90,5,-0.24811256,-0.272269102,-0.36584204,-0.21493506,5
BRD-K35687265,ON-01910,7,-0.24808797,-0.2566233214285714,-0.29717043,-0.21780977,7
BRD-A68930007,ouabain,2,-0.24799546,-0.24799546,-0.29203737,-0.20395355,2
BRD-K54233340,dorsomorphin,5,-0.24793124,-0.25226710799999996,-0.3147571,-0.18310207,5
BRD-K91699951,benzonatate,4,-0.24791951499999998,-0.25490883999999997,-0.30066517,-0.22313116,4
BRD-K85563610,APO-866,7,-0.24791902,-0.26299915285714287,-0.39048353,-0.17456865,7
BRD-A44827100,erythromycin,4,-0.247830795,-0.24437169250000002,-0.25820524,-0.22361994,4
BRD-K67566344,KU-0063794,3,-0.24781924,-0.25951477666666667,-0.28624028,-0.24448481,3
BRD-K07691486,roscovitine,6,-0.247811355,-0.27134804,-0.40010452,-0.2230863,6
BRD-A87387433,cefpodoxime,5,-0.24777575,-0.248500734,-0.2797816,-0.21590209,5
BRD-K85015012,NNC-05-2090,3,-0.24775888,-0.23125864333333332,-0.27233797,-0.17367908,3
BRD-K82983861,GW-0742,4,-0.247734415,-0.24706082000000001,-0.30439585,-0.1883786,4
BRD-A13807286,HA-14-1,7,-0.24771416,-0.24541754714285716,-0.32947385,-0.18472153,7
BRD-K41564320,purvalanol-b,2,-0.24760269499999998,-0.24760269499999998,-0.27117038,-0.22403501,2
BRD-A17819071,gedunin,7,-0.24756856,-0.24836701142857143,-0.2887707,-0.21031255,7
BRD-K42221274,NNC-711,6,-0.24751343,-0.25349483833333336,-0.3316931,-0.18547991,6
BRD-K82164249,andarine,6,-0.24750897500000002,-0.2560133433333333,-0.35794485,-0.20394953,6
BRD-K50866992,tropisetron,3,-0.24745268,-0.27621939,-0.33966595,-0.24153954,3
BRD-K63150726,JTE-907,9,-0.24744311,-0.2469996122222222,-0.29431486,-0.20453724,9
BRD-K61463582,BRD-K61463582,5,-0.2473281,-0.259057,-0.32292682,-0.22690946,5
BRD-K07572174,curcumin,4,-0.24726208,-0.254308405,-0.30292273,-0.21978673,4
BRD-K54759182,dosulepin,3,-0.24725625,-0.24872222666666666,-0.27226174,-0.22664869,3
BRD-K06467078,corynanthine,2,-0.24724128499999998,-0.24724128499999998,-0.28391024,-0.21057233,2
BRD-K84175871,pseudoephedrine,7,-0.24719423,-0.2496948814285714,-0.2767564,-0.20698413,7
BRD-K96144918,mead-acid,3,-0.24718188,-0.26370482333333334,-0.30988038,-0.23405221,3
BRD-K29359156,ebselen,5,-0.24718171,-0.246838084,-0.3021725,-0.19702196,5
BRD-K59163477,cisapride,3,-0.2471745,-0.26322801,-0.29959926,-0.24291027,3
BRD-K72676686,fluvoxamine,6,-0.247162545,-0.261308015,-0.35557282,-0.22090404,6
BRD-A63894585,clobetasol,3,-0.24715778,-0.29692954666666665,-0.40674424,-0.23688662,3
BRD-A35511923,L-803087,6,-0.247085575,-0.26068231999999997,-0.37513,-0.20013513,6
BRD-K09416995,lovastatin,8,-0.24702643000000002,-0.25563902875,-0.31676775,-0.2045426,8
BRD-K91145395,prostratin,5,-0.24692178,-0.254428678,-0.2719891,-0.2446753,5
BRD-K12120659,GR-144053,3,-0.24682961,-0.28093924666666664,-0.35232157,-0.24366656,3
BRD-K08115555,tyrphostin-AG-1288,3,-0.24679056,-0.24713344333333334,-0.32350683,-0.17110294,3
BRD-K62353524,DY-131,6,-0.246768985,-0.24623353333333334,-0.3080806,-0.18739994,6
BRD-K93918653,quizartinib,7,-0.24670097,-0.25639291571428574,-0.3916868,-0.19254673,7
BRD-K53414658,tivozanib,6,-0.24649917500000001,-0.2590985283333333,-0.32671332,-0.20244253,6
BRD-K54411430,robustic-acid,4,-0.24636978,-0.25452217,-0.3137117,-0.21163742,4
BRD-K13800121,parecoxib,4,-0.246141695,-0.277660195,-0.38268775,-0.23566964,4
BRD-U66370498,androstanol,5,-0.24614161,-0.267350666,-0.35582507,-0.22949159,5
BRD-K51465424,ritodrine,4,-0.24613655,-0.2490412025,-0.28431696,-0.21957475,4
BRD-K59962020,CHEMBL-374350,9,-0.2460294,-0.2644208411111111,-0.35727292,-0.20760119,9
BRD-A45499626,UBP-302,2,-0.24602245,-0.24602245,-0.26596934,-0.22607556,2
BRD-K63874012,thioperamide,5,-0.24599975,-0.24623526999999998,-0.2918125,-0.20723163,5
BRD-A83237092,fulvestrant,11,-0.24592316,-0.2439353081818182,-0.29260203,-0.19978228,11
BRD-K28806945,L-750667,2,-0.24590936,-0.24590936,-0.2513388,-0.24047992,2
BRD-K47936004,piribedil,7,-0.24589834,-0.27065443285714286,-0.3462217,-0.20130217,7
BRD-A41301928,bongkrek-acid,2,-0.245873195,-0.245873195,-0.29155284,-0.20019355,2
BRD-A35519318,benidipine,3,-0.24586672,-0.26719648333333335,-0.3118683,-0.24385443,3
BRD-K10065684,dantron,2,-0.24574452,-0.24574452,-0.29715484,-0.1943342,2
BRD-K61323504,SB-225002,5,-0.24565011,-0.256304854,-0.3266543,-0.22674406,5
BRD-K70577657,H-9,1,-0.24551296,-0.24551296,-0.24551296,-0.24551296,1
BRD-A54927599,KF-38789,4,-0.24544398500000003,-0.243559615,-0.3152034,-0.16814709,4
BRD-K59773493,benzohydroxamic-acid,11,-0.24542831,-0.24325942454545454,-0.30650043,-0.17731807,11
BRD-K40645748,mefloquine,1,-0.2454142,-0.2454142,-0.2454142,-0.2454142,1
BRD-A92630576,trimebutine,4,-0.245362465,-0.2563271325,-0.31569716,-0.21888644,4
BRD-K90027355,spironolactone,6,-0.24531822,-0.24941631166666667,-0.31006503,-0.20170644,6
BRD-K56334280,amonafide,3,-0.24523988,-0.24818336666666665,-0.263848,-0.23546222,3
BRD-K11129031,gemfibrozil,9,-0.24523735,-0.24862272444444444,-0.3193848,-0.17222138,9
BRD-K29653726,topiramate,4,-0.245157125,-0.26140737000000003,-0.3292473,-0.22606793,4
BRD-K59273480,propentofylline,9,-0.24508823,-0.2512660488888889,-0.30658215,-0.1724549,9
BRD-K38197229,bumetanide,11,-0.24508005,-0.2526938672727273,-0.34088483,-0.1877554,11
BRD-A25234499,aminoglutethimide,14,-0.24507330500000002,-0.2637645421428571,-0.362185,-0.22089738,14
BRD-K74305673,IKK-2-inhibitor-V,4,-0.24507222,-0.247625115,-0.29099435,-0.20936167,4
BRD-K99291625,SB-203580,1,-0.24507087,-0.24507087,-0.24507087,-0.24507087,1
BRD-K88849294,lobaric-acid,6,-0.24499622,-0.25248667166666666,-0.31188166,-0.19769368,6
BRD-K36965586,m-chlorophenylbiguanide,5,-0.24493352,-0.24800238000000002,-0.32600924,-0.17198426,5
BRD-K68407802,KIN001-055,3,-0.24493343,-0.26465964000000003,-0.34204412,-0.20700137,3
BRD-K72703948,ZM-447439,17,-0.244851,-0.25476916588235293,-0.32843542,-0.19812763,17
BRD-K47983010,BX-795,4,-0.24484274,-0.2500164375,-0.33840293,-0.17197734,4
BRD-K12539581,nocodazole,7,-0.24478893,-0.25717618999999997,-0.31831896,-0.24000546,7
BRD-A74975734,homatropine,4,-0.24472650499999998,-0.258693065,-0.3311659,-0.21415335,4
BRD-K20152659,dihomo-gamma-linolenic-acid,7,-0.24466634,-0.2563041071428572,-0.35639456,-0.19700997,7
BRD-K64994968,progesterone,7,-0.24466579,-0.2699798757142857,-0.33465064,-0.21404546,7
BRD-K03406345,azacitidine,5,-0.24462484,-0.24215441599999998,-0.30830598,-0.17488623,5
BRD-K90524085,MY-5445,4,-0.24457208,-0.24474317,-0.27820122,-0.2116273,4
BRD-K60184833,tyrphostin-AG-99,3,-0.24456804,-0.2684153733333334,-0.37979496,-0.18088312,3
BRD-K47832606,floxuridine,5,-0.24451864,-0.25403856,-0.30345064,-0.22023691,5
BRD-K57304726,PRE-084,7,-0.24434647,-0.26574971142857146,-0.3136782,-0.21530274,7
BRD-K10916986,vinorelbine,4,-0.24432819,-0.24254173750000002,-0.2631892,-0.21832137,4
BRD-K91623615,ABT-751,2,-0.24431809999999998,-0.24431809999999998,-0.2547645,-0.2338717,2
BRD-K92817986,BIX-02188,12,-0.244260695,-0.24999241333333333,-0.31296223,-0.16484958,12
BRD-K92760278,riboflavin,2,-0.244231915,-0.244231915,-0.27034628,-0.21811755,2
BRD-K18742343,H-8,5,-0.24420518,-0.280005066,-0.40103865,-0.23448978,5
BRD-A65671304,candesartan-cilextil,3,-0.24406022,-0.25305638,-0.2827741,-0.23233482,3
BRD-K21806131,tegaserod,3,-0.24395952,-0.23156159666666665,-0.24527633,-0.20544894,3
BRD-K55424922,anpirtoline,3,-0.24389195,-0.26661213,-0.33117366,-0.22477078,3
BRD-K82036761,sertraline,5,-0.24379939,-0.24723102400000002,-0.28642485,-0.22188568,5
BRD-K56699285,metergoline,2,-0.243797975,-0.243797975,-0.27874026,-0.20885569,2
BRD-K73789395,ZM-336372,3,-0.2436954,-0.26222762,-0.3056654,-0.23732206,3
BRD-A38793261,BRD-A38793261,5,-0.24366406,-0.24359737799999998,-0.2888199,-0.17617007,5
BRD-K31054881,BMY-7378,6,-0.24362361500000002,-0.26790145666666665,-0.3378498,-0.23460767,6
BRD-K81916719,triclabendazole,6,-0.243608905,-0.26415551833333334,-0.38794625,-0.23024799,6
BRD-U37049823,HG-6-64-01,2,-0.243572725,-0.243572725,-0.28287822,-0.20426723,2
BRD-A43082555,loxoprofen,4,-0.243558435,-0.2466985725,-0.30285275,-0.19682467,4
BRD-K84895041,BMY-45778,7,-0.243449,-0.2625569185714286,-0.34601277,-0.21327612,7
BRD-K70976396,cefoxitin,6,-0.24335526500000002,-0.25557221,-0.3293335,-0.19645724,6
BRD-A58280226,Y-27632,1,-0.24334884,-0.24334884,-0.24334884,-0.24334884,1
BRD-A63346720,rimcazole,2,-0.24330949000000002,-0.24330949000000002,-0.26505888,-0.2215601,2
BRD-A83326220,brazilin,3,-0.24318367,-0.25618832333333336,-0.31306964,-0.21231166,3
BRD-K08554278,bisbenzimide,1,-0.24317393,-0.24317393,-0.24317393,-0.24317393,1
BRD-K30097969,pitavastatin,2,-0.24307593,-0.24307593,-0.2926888,-0.19346306,2
BRD-K15600710,obatoclax,4,-0.24305044,-0.2549126325,-0.35155845,-0.1819912,4
BRD-K55696337,topotecan,1,-0.24302039,-0.24302039,-0.24302039,-0.24302039,1
BRD-A17655518,ibuprofen,10,-0.242860125,-0.249056335,-0.33494586,-0.17200056,10
BRD-K96778649,tyrphostin-47,2,-0.242859595,-0.242859595,-0.2784822,-0.20723699,2
BRD-K59332007,linopirdine,5,-0.24279371,-0.26196909599999996,-0.31664371,-0.2148251,5
BRD-K63784565,10-hydroxycamptothecin,1,-0.24278463,-0.24278463,-0.24278463,-0.24278463,1
BRD-K40175214,torin-1,1,-0.24276608,-0.24276608,-0.24276608,-0.24276608,1
BRD-A51410489,yohimbine,4,-0.24276456000000002,-0.23813252000000001,-0.25146824,-0.21553272,4
BRD-A95513702,"androsta-1,4-dien-3,17-dione",3,-0.24275385,-0.2527508133333333,-0.29310918,-0.22238941,3
BRD-K00313977,BRD-K00313977,5,-0.24273363,-0.247270376,-0.2779394,-0.2254867,5
BRD-A61470182,N-formylmethionylalanine,2,-0.242691875,-0.242691875,-0.3022874,-0.18309635,2
BRD-K17306061,aprepitant,3,-0.24265909,-0.2597947,-0.2980905,-0.23863451,3
BRD-K42098891,protriptyline,8,-0.242569565,-0.22735265875,-0.25729674,-0.16082585,8
BRD-K99411983,lumicolchicine,2,-0.242514725,-0.242514725,-0.2786115,-0.20641795,2
BRD-K42452249,EO-1428,4,-0.24249827999999998,-0.24096088999999998,-0.26394415,-0.21490285,4
BRD-K36395411,SB-206553,3,-0.24244553,-0.24366969666666663,-0.26666468,-0.22189888,3
BRD-A23637604,oxymetholone,5,-0.24230453,-0.238434064,-0.29303095,-0.18791547,5
BRD-K44067360,flufenamic-acid,1,-0.24227169,-0.24227169,-0.24227169,-0.24227169,1
BRD-K73978287,hydrocortisone,5,-0.24222524,-0.23697989800000002,-0.2748175,-0.19318163,5
BRD-K30649484,mafenide,3,-0.24221529,-0.27831798333333335,-0.36892444,-0.22381422,3
BRD-A51929314,BRD-A51929314,2,-0.24216311000000001,-0.24216311000000001,-0.24704868,-0.23727754,2
BRD-A33711280,metixene,7,-0.2421249,-0.24200793,-0.28283715,-0.20416963,7
BRD-K83213911,PF-750,3,-0.24211887,-0.24402250000000003,-0.26706022,-0.22288841,3
BRD-K92577649,GBR-13069,4,-0.242079195,-0.24639010249999999,-0.29817915,-0.20322287,4
BRD-K47207162,zimelidine,6,-0.24203211000000002,-0.242836085,-0.30198354,-0.1825737,6
BRD-K28863208,PNU-282987,6,-0.24188500000000002,-0.24542808666666668,-0.32031268,-0.19186172,6
BRD-K16977723,PP-3,8,-0.24188338999999998,-0.24636963,-0.3435703,-0.18500778,8
BRD-A43974575,tranylcypromine,9,-0.2418738,-0.2469457733333333,-0.36435753,-0.1826903,9
BRD-K37798499,etoposide,4,-0.24184031,-0.251089525,-0.30901408,-0.2116634,4
BRD-K49294207,BIBU-1361,2,-0.24181776,-0.24181776,-0.242333,-0.24130252,2
BRD-K29950728,clomifene,6,-0.241816805,-0.24656929000000002,-0.28047156,-0.22335197,6
BRD-A31374339,fludarabine,1,-0.2417768,-0.2417768,-0.2417768,-0.2417768,1
BRD-A49447682,desoximetasone,2,-0.241725835,-0.241725835,-0.2739966,-0.20945507,2
BRD-K94441233,mevastatin,5,-0.24171756,-0.232166022,-0.25644332,-0.18599497,5
BRD-A31007383,SDZ-WAG-994,4,-0.241611745,-0.2457296275,-0.3057863,-0.19390872,4
BRD-K05350981,oligomycin-c,1,-0.24158657,-0.24158657,-0.24158657,-0.24158657,1
BRD-K45861246,azaperone,8,-0.24155514,-0.25601698,-0.3188655,-0.22292966,8
BRD-K56429665,calcipotriol,3,-0.24147883,-0.23467755999999998,-0.27068844,-0.19186541,3
BRD-K49890030,gavestinel,4,-0.24143355,-0.244973475,-0.26349333,-0.23353347,4
BRD-K97863768,prothionamide,4,-0.241422085,-0.2409723025,-0.30859137,-0.17245367,4
BRD-K68873215,phosphodiesterase-V-inhibitor-II,3,-0.24140242,-0.24168239666666666,-0.24520601,-0.23843876,3
BRD-A01320529,salmeterol,5,-0.24138296,-0.260300084,-0.37177294,-0.19758978,5
BRD-K61401890,deguelin,4,-0.24133542,-0.247514,-0.3011128,-0.20627236,4
BRD-K71266197,PSB-06126,3,-0.24131435,-0.25393852666666666,-0.30863458,-0.21186665,3
BRD-K56403959,ZK-756326,3,-0.24113329,-0.23404049999999998,-0.24528977,-0.21569844,3
BRD-K59570838,homoveratrylamine,2,-0.24111666,-0.24111666,-0.24519292,-0.2370404,2
BRD-A22844106,tenoxicam,6,-0.24105399,-0.27237207999999996,-0.4003979,-0.19588712,6
BRD-K72541103,JAK3-inhibitor-I,5,-0.24100405,-0.251845332,-0.28864938,-0.2230546,5
BRD-K61951118,FG-7142,4,-0.240997405,-0.2539118325,-0.296677,-0.23697552,4
BRD-K59058766,chlorprothixene,2,-0.24099046000000002,-0.24099046000000002,-0.27185586,-0.21012506,2
BRD-K86887724,dofetilide,3,-0.24095702,-0.26737288333333337,-0.32226872,-0.23889291,3
BRD-K17075857,chloroxine,2,-0.24095191,-0.24095191,-0.24786223,-0.23404159,2
BRD-K74141488,naftifine,4,-0.240892425,-0.24611321249999998,-0.30341417,-0.19925383,4
BRD-K05464208,JX-401,9,-0.24083361,-0.2516190411111111,-0.36620975,-0.18090504,9
BRD-K02404261,caffeine,5,-0.24081095,-0.24381194599999997,-0.26477522,-0.22008488,5
BRD-K39987650,bisacodyl,1,-0.2408058,-0.2408058,-0.2408058,-0.2408058,1
BRD-K15588452,R-96544,8,-0.240455115,-0.2527360175,-0.32859987,-0.1917053,8
BRD-K95676198,JAK3-inhibitor-V,1,-0.24040377,-0.24040377,-0.24040377,-0.24040377,1
BRD-K18523449,mestanolone,2,-0.24038639,-0.24038639,-0.28932077,-0.19145201,2
BRD-K94689771,pinocembrin,4,-0.24037929000000002,-0.2466450475,-0.29838088,-0.20744073,4
BRD-A42831637,tetrahydrocannabinol-7-oic-acid,3,-0.2403363,-0.2337617,-0.2664106,-0.1945382,3
BRD-K80325895,eicosadienoic-acid,6,-0.24032976,-0.25439420500000004,-0.3354894,-0.20555374,6
BRD-K44497846,enalapril,5,-0.2403098,-0.225496112,-0.24294528,-0.19336653,5
BRD-A23770159,sirolimus,1,-0.24025534,-0.24025534,-0.24025534,-0.24025534,1
BRD-A01346607,flumetasone,5,-0.24022225,-0.24629300999999998,-0.2773753,-0.21905653,5
BRD-K41996876,tyrphostin-1,10,-0.240206975,-0.24130722,-0.33000925,-0.18332806,10
BRD-K09631521,thiotepa,10,-0.240193655,-0.259713723,-0.37000704,-0.18998739,10
BRD-K07736136,VX-702,4,-0.2401872,-0.23829733,-0.25922218,-0.21359274,4
BRD-M30523314,vinorelbine,4,-0.240035905,-0.2434644975,-0.2765554,-0.21723078,4
BRD-K49456190,prima-1-met,8,-0.239920815,-0.23913917375,-0.32205927,-0.1747537,8
BRD-K73709114,BRD-K73709114,2,-0.23986147,-0.23986147,-0.24886522,-0.23085772,2
BRD-K03557653,sappanone-a,4,-0.23984238,-0.2498300875,-0.28962687,-0.23000872,4
BRD-K49945136,GR-113808,2,-0.23973095,-0.23973095,-0.24517798,-0.23428392,2
BRD-A99833829,bethanechol,4,-0.23970715,-0.251363555,-0.32860684,-0.19743308,4
BRD-A39255369,DCPIB,6,-0.239666575,-0.254620875,-0.37332252,-0.1762779,6
BRD-A32349859,methyl-angolensate,2,-0.23966287000000003,-0.23966287000000003,-0.26977083,-0.20955491,2
BRD-A42553870,L-152804,6,-0.23966121,-0.25748582000000003,-0.34122217,-0.20767573,6
BRD-A23072235,pheniramine,4,-0.239647895,-0.2465221725,-0.32410872,-0.18268418,4
BRD-A51829654,BRL-15572,6,-0.23952922,-0.25926745166666665,-0.34128577,-0.22034279,6
BRD-K04414442,SB-222200,4,-0.239519555,-0.24969873250000002,-0.2966981,-0.22305772,4
BRD-K14821540,FCCP,2,-0.23949194000000001,-0.23949194000000001,-0.27620083,-0.20278305,2
BRD-K99696746,fatostatin,5,-0.23947933,-0.26198351,-0.34682643,-0.21972616,5
BRD-K39503511,quiflapon,4,-0.23947645499999998,-0.2294201575,-0.2640219,-0.17470582,4
BRD-A34255068,rolipram,15,-0.2394084,-0.24538885400000002,-0.3410309,-0.1842346,15
BRD-A16820783,BRD-A16820783,3,-0.23937389,-0.25894949,-0.3093067,-0.22816788,3
BRD-A54236247,ephedrine-(racemic),6,-0.23937213499999999,-0.2543241683333333,-0.32454205,-0.20862955,6
BRD-K01902415,pirinixic-acid,5,-0.23936343,-0.24133289800000002,-0.26630282,-0.21002759,5
BRD-K11757396,BRD-K11757396,2,-0.23927609500000002,-0.23927609500000002,-0.25741637,-0.22113582,2
BRD-A72758037,asiatic-acid,5,-0.23927301,-0.269277072,-0.36854702,-0.20906863,5
BRD-M86331534,pyrvinium-pamoate,7,-0.23917185,-0.24174517714285715,-0.3037535,-0.20145708,7
BRD-K12219985,glipizide,6,-0.23916349,-0.24571168499999999,-0.35423982,-0.14885256,6
BRD-K11373525,ZD-7155,2,-0.23915706,-0.23915706,-0.26330236,-0.21501176,2
BRD-K23383398,T-0901317,6,-0.239066495,-0.23575428333333334,-0.27547526,-0.18552628,6
BRD-A60274948,bromocriptine,3,-0.23890437,-0.24777185999999998,-0.2740704,-0.23034081,3
BRD-K72029282,probucol,6,-0.23889957,-0.2522916866666667,-0.345495,-0.1905524,6
BRD-K47598052,PP-1,2,-0.23877863,-0.23877863,-0.26545003,-0.21210723,2
BRD-K56745457,azauridine,4,-0.2387551,-0.23645106999999999,-0.2604708,-0.20782328,4
BRD-K50464341,berbamine,2,-0.238573325,-0.238573325,-0.27990746,-0.19723919,2
BRD-A94413429,NTNCB,4,-0.2384916,-0.24235069250000002,-0.2808838,-0.21153577,4
BRD-K17294426,clebopride,9,-0.2384763,-0.2748414433333333,-0.43285555,-0.18972863,9
BRD-K01095011,finasteride,12,-0.2384194,-0.2522356966666667,-0.4056443,-0.16301444,12
BRD-K89391146,RG-108,4,-0.23839886500000002,-0.23836178,-0.28365117,-0.19299822,4
BRD-K67102207,phenylbutyrate,3,-0.23837045,-0.23544358666666668,-0.25720808,-0.21075223,3
BRD-A62525898,prednisone,4,-0.238243665,-0.238794975,-0.2796673,-0.19902527,4
BRD-K13664374,dichloroacetic-acid,3,-0.23823094,-0.24005410000000002,-0.25674117,-0.22519019,3
BRD-K70799801,quinidine,2,-0.238217925,-0.238217925,-0.24072076,-0.23571509,2
BRD-A13188892,doxazosin,5,-0.23820285,-0.252124762,-0.3293947,-0.21316229,5
BRD-K61691971,avrainvillamide-analog-1,16,-0.238184645,-0.254468903125,-0.38060725,-0.16546385,16
BRD-A03359064,ICI-89406,7,-0.23805124,-0.25260333285714287,-0.37108433,-0.18834643,7
BRD-K28029915,dolasetron,4,-0.23788114,-0.2316316225,-0.24898347,-0.20178074,4
BRD-K67080878,milrinone,11,-0.23784426,-0.25148400818181815,-0.36387366,-0.1881251,11
BRD-K26521938,dinoprostone,6,-0.23776423000000002,-0.24514955666666668,-0.3432572,-0.17084335,6
BRD-A10523515,GSK-429286A,16,-0.23766323,-0.251862855,-0.36993158,-0.18191215,16
BRD-A60571864,budesonide,10,-0.237641195,-0.252961381,-0.3222672,-0.21211244,10
BRD-K55454768,TAS-301,7,-0.23759013,-0.25361583285714284,-0.29803625,-0.21178997,7
BRD-K28307902,flutamide,8,-0.23727973,-0.25855615625,-0.35705814,-0.20214395,8
BRD-K98297262,BRD-K98297262,4,-0.23721964,-0.23780553,-0.25033534,-0.2264475,4
BRD-A99411506,esculin,2,-0.237191965,-0.237191965,-0.29061353,-0.1837704,2
BRD-A28422330,BRD-A28422330,1,-0.23715118,-0.23715118,-0.23715118,-0.23715118,1
BRD-K68402494,ML-9,3,-0.2370247,-0.23575732000000002,-0.24502268,-0.22522458,3
BRD-K97056771,GNF-2,1,-0.2370069,-0.2370069,-0.2370069,-0.2370069,1
BRD-K81169441,cerivastatin,4,-0.23696779,-0.24492781,-0.32998085,-0.17579481,4
BRD-U88459701,atorvastatin,4,-0.23693892500000002,-0.26191788,-0.3831869,-0.19060677,4
BRD-K68144790,glycodeoxycholic-acid,4,-0.236904845,-0.25176692,-0.30212462,-0.23113337,4
BRD-K26548821,quinpirol-(-),2,-0.23680119,-0.23680119,-0.27278048,-0.2008219,2
BRD-K87919739,tyrphostin-AG-825,1,-0.23662847,-0.23662847,-0.23662847,-0.23662847,1
BRD-A62326914,paroxetine,4,-0.236620245,-0.243852025,-0.26805064,-0.23411697,4
BRD-A68039575,liquiritigenin,4,-0.2365876,-0.2697550275,-0.41897672,-0.18686819,4
BRD-K67537649,PQ-401,3,-0.23656416,-0.26907828333333333,-0.35632318,-0.21434751,3
BRD-K10042277,desmethylclozapine,5,-0.23647028,-0.25286532,-0.2924912,-0.22412568,5
BRD-K77008974,WYE-354,3,-0.23644915,-0.26624711666666667,-0.3414693,-0.2208229,3
BRD-A37780065,triamcinolone,6,-0.236438025,-0.24158839833333334,-0.30042976,-0.1865255,6
BRD-A12016240,LY-278584,6,-0.236433485,-0.2529287283333333,-0.37240732,-0.17979546,6
BRD-K37865504,LY-2183240,4,-0.23637686000000002,-0.2537462525,-0.32509038,-0.21714091,4
BRD-K78122587,NNC-55-0396,3,-0.23633748,-0.24450231666666666,-0.28091565,-0.21625382,3
BRD-K32164935,tolazamide,12,-0.23624119500000001,-0.24038607,-0.34858793,-0.1853282,12
BRD-K16554956,PTB1,6,-0.236207315,-0.23950712666666665,-0.27505141,-0.20323858,6
BRD-K05901394,terguride,6,-0.23615988999999998,-0.24312841333333332,-0.28049177,-0.20877668,6
BRD-K28428262,brivanib,5,-0.23610154,-0.265463226,-0.3294224,-0.21623126,5
BRD-A97035593,BRD-A97035593,2,-0.23608968,-0.23608968,-0.24298087,-0.22919849,2
BRD-K77771411,moxonidine,7,-0.23606938,-0.24663030428571428,-0.33454415,-0.19073567,7
BRD-K59419204,AM-281,6,-0.23600137,-0.229208275,-0.28982738,-0.16347788,6
BRD-K49049886,CGS-15943,5,-0.23597676,-0.24337380199999997,-0.30136207,-0.17741027,5
BRD-K48059230,YM-298198,9,-0.23594981,-0.24427105333333335,-0.31810403,-0.15517569,9
BRD-A60294240,tribenoside,3,-0.23594408,-0.23690154666666666,-0.27588123,-0.19887933,3
BRD-K67783091,haloperidol,7,-0.23590787,-0.24648903,-0.31376588,-0.17832555,7
BRD-A32949107,MRS-1845,3,-0.23590541,-0.23178296333333334,-0.26690412,-0.19253936,3
BRD-M45964048,verteporfin,6,-0.23585453,-0.23164041833333335,-0.28539217,-0.1917632,6
BRD-K16195444,oxymetazoline,7,-0.23576991,-0.25516237999999997,-0.3616112,-0.19053161,7
BRD-A19248578,latrunculin-b,2,-0.235769275,-0.235769275,-0.25961477,-0.21192378,2
BRD-K78084463,W-12,1,-0.23568001,-0.23568001,-0.23568001,-0.23568001,1
BRD-K55677650,CO-101244,4,-0.23564802,-0.250497995,-0.31841102,-0.21228492,4
BRD-A65282128,cefazolin,3,-0.23564053,-0.25528722666666664,-0.3211949,-0.20902625,3
BRD-A66563878,medetomidine,2,-0.235620025,-0.235620025,-0.24699911,-0.22424094,2
BRD-A25775766,securinine,5,-0.23559919,-0.24439565800000002,-0.31967893,-0.21385896,5
BRD-K33882852,ZK-93423,4,-0.23558622499999998,-0.26382667,-0.3919344,-0.19219983,4
BRD-K28143534,cyproheptadine,4,-0.235511185,-0.23501546,-0.28918055,-0.17985892,4
BRD-A07824748,flavanone,4,-0.23550892,-0.2428133425,-0.2843262,-0.21590933,4
BRD-K11801786,trimidox,3,-0.23548669,-0.23438901999999998,-0.23635623,-0.23132414,3
BRD-K08973992,linoleic-acid,2,-0.23546287,-0.23546287,-0.2888769,-0.18204884,2
BRD-K68077509,brucine,3,-0.23535201,-0.25556111,-0.3110701,-0.22026122,3
BRD-K85925969,zalcitabine,6,-0.2352304,-0.25043679166666666,-0.33143038,-0.1828476,6
BRD-K75615183,talipexole,4,-0.23513455,-0.24030746749999998,-0.28532767,-0.2056331,4
BRD-A09828896,SKF-81297,2,-0.23509247500000002,-0.23509247500000002,-0.2723397,-0.19784525,2
BRD-K48722258,dilazep,5,-0.23508234,-0.259598824,-0.39630562,-0.20167804,5
