pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,worst_connectivity,n_negative_signatures
BRD-K06234293,LY-364947,8,-0.286946725,-0.29461142375,-0.38995624,-0.21043131,8
BRD-A16694057,BADGE,5,-0.28684795,-0.288080472,-0.33007035,-0.24852657,5
BRD-A18620900,estriol,6,-0.28684394999999996,-0.28154699333333333,-0.3393007,-0.19914418,6
BRD-A00100033,nifurtimox,6,-0.28683872,-0.2711889566666667,-0.34518862,-0.19447318,6
BRD-K84709232,caffeic-acid,4,-0.28681191500000003,-0.2851181275,-0.32606822,-0.24078046,4
BRD-A41692738,TGX-221,6,-0.286791215,-0.28535780166666663,-0.38217258,-0.17541438,6
BRD-K64935403,ebelactone-b,6,-0.28675716500000004,-0.2953260733333333,-0.33474594,-0.2594039,6
BRD-K82865713,prostaglandin-b2,8,-0.28674234,-0.30554800375,-0.3712694,-0.24671409,8
BRD-K00766422,sparfosic-acid,9,-0.2867214,-0.2850710055555556,-0.3823282,-0.19419137,9
BRD-K66956375,oleoylethanolamide,4,-0.286695535,-0.2801460225,-0.29395318,-0.25323984,4
BRD-K14441456,tyrphostin-AG-556,3,-0.28669336,-0.28896593,-0.32863915,-0.25156528,3
BRD-K40902647,vincamine,3,-0.286659,-0.28992292999999997,-0.29788625,-0.28522354,3
BRD-A58157837,butabindide,4,-0.286658435,-0.290907245,-0.36960852,-0.22070359,4
BRD-A79981887,midodrine,13,-0.28664875,-0.28786001923076926,-0.3860824,-0.239643,13
BRD-K47448802,BRD-K47448802,2,-0.28664465,-0.28664465,-0.33542442,-0.23786488,2
BRD-A52588987,SKF-83566,11,-0.286582,-0.2783862790909091,-0.37376016,-0.2032264,11
BRD-K39339537,epirizole,15,-0.28656214,-0.2855909813333334,-0.40868863,-0.18727991,15
BRD-K41868777,W-5,5,-0.28655964,-0.29219121800000003,-0.3483013,-0.20305693,5
BRD-A56675431,altizide,7,-0.28651145,-0.29756451285714286,-0.34916723,-0.23554802,7
BRD-K05673000,dicloxacillin,7,-0.28647962,-0.30967197,-0.39932594,-0.23919153,7
BRD-K50417881,eticlopride,4,-0.28645324,-0.2996959875,-0.4053843,-0.22049317,4
BRD-K52075715,oxibendazole,4,-0.28645189000000004,-0.2742743125,-0.29424283,-0.22995064,4
BRD-K45033733,famciclovir,9,-0.28635186,-0.2777361288888889,-0.34984854,-0.1936782,9
BRD-A63445921,nicardipine,4,-0.28632475,-0.2762793375,-0.34981263,-0.18265522,4
BRD-K74117820,nelfinavir,6,-0.28631212,-0.29217377666666666,-0.34293216,-0.23815918,6
BRD-A47706533,buthionine-sulfoximine,5,-0.28630865,-0.2794114,-0.32775044,-0.237707,5
BRD-K02130563,panobinostat,13,-0.2862903,-0.28111601076923076,-0.37993038,-0.21600589,13
BRD-K06335600,tizanidine,4,-0.28626424500000003,-0.274884465,-0.34989086,-0.17711851,4
BRD-K95885906,quercetagetin,6,-0.28622673,-0.29352689833333334,-0.3456193,-0.26357865,6
BRD-A97674275,ranolazine,9,-0.28621733,-0.29425170222222224,-0.39913273,-0.24246283,9
BRD-K70505054,ranitidine,4,-0.28618606999999996,-0.2909730525,-0.34078377,-0.2507363,4
BRD-A44780397,mifepristone,1,-0.28613728,-0.28613728,-0.28613728,-0.28613728,1
BRD-A29437505,RWJ-21757,6,-0.286082835,-0.28775610999999995,-0.32771182,-0.24544644,6
BRD-A85587465,bemesetron,3,-0.28606975,-0.27222473333333336,-0.3168146,-0.21378985,3
BRD-K15916496,clotrimazole,3,-0.28603858,-0.25674938666666663,-0.2947254,-0.18948418,3
BRD-K59753975,vindesine,3,-0.28591573,-0.27347401,-0.31346858,-0.22103772,3
BRD-A68891053,BW-B70C,5,-0.28589863,-0.27646647199999996,-0.29094732,-0.23636651,5
BRD-K04923131,GSK-3-inhibitor-IX,6,-0.285888915,-0.29153886166666665,-0.34775168,-0.24178344,6
BRD-K65639003,icariin,8,-0.2858846,-0.28279271375,-0.40270734,-0.20359835,8
BRD-K55591206,epigallocatechin-gallate-(-),18,-0.28586627,-0.2942970166666667,-0.4206425,-0.2440519,18
BRD-K05926469,lenalidomide,7,-0.28584993,-0.2981655842857143,-0.38823235,-0.23865536,7
BRD-K28452084,BRD-K28452084,4,-0.28563878,-0.304002635,-0.37724495,-0.26748803,4
BRD-K94841585,emodic-acid,7,-0.28563634,-0.28442868285714284,-0.34490973,-0.21765079,7
BRD-K48935217,epothilone,3,-0.285589,-0.29579858666666664,-0.32596132,-0.27584544,3
BRD-K82846253,repaglinide,15,-0.28558502,-0.28445460266666667,-0.40121222,-0.21027163,15
BRD-A89337244,PD-102807,1,-0.2855804,-0.2855804,-0.2855804,-0.2855804,1
BRD-A22897758,pinacidil,5,-0.28555742,-0.286484494,-0.34637946,-0.22969735,5
BRD-K13927029,retinol,3,-0.28554842,-0.29123682333333334,-0.35632867,-0.23183338,3
BRD-K87932577,NSC-693868,5,-0.28553456,-0.287453136,-0.3554668,-0.2418473,5
BRD-K89237706,noscapine,7,-0.2854697,-0.27279305857142855,-0.30096006,-0.23368828,7
BRD-A93206962,L-755507,7,-0.2854662,-0.28026994,-0.34593654,-0.20338517,7
BRD-A22783572,vinblastine,4,-0.28542539499999997,-0.2778087425,-0.31609625,-0.22428793,4
BRD-A62021152,WAY-161503,3,-0.28540894,-0.26030787666666666,-0.28874618,-0.20676851,3
BRD-K93095519,SJ-172550,13,-0.2853909,-0.29501845153846157,-0.40349212,-0.21264586,13
BRD-A37959677,estrone,9,-0.28535843,-0.28125236000000003,-0.35528007,-0.18476242,9
BRD-K25311561,KU-55933,13,-0.28535113,-0.2904040892307692,-0.40382466,-0.19696867,13
BRD-A46335897,promethazine,10,-0.285331685,-0.295777228,-0.38191357,-0.24708962,10
BRD-K04430056,7-nitroindazole,7,-0.28529203,-0.2972479085714285,-0.37610653,-0.23903814,7
BRD-K31534764,fluvoxamine,3,-0.2852737,-0.28393358,-0.32973284,-0.2367942,3
BRD-K38449220,seneciphylline,6,-0.285265805,-0.28291183999999997,-0.32309598,-0.24623463,6
BRD-K51318897,fenbendazole,5,-0.2852623,-0.27603687,-0.31937838,-0.20168129,5
BRD-K62736196,guanaben-acetate,10,-0.2852435,-0.280714007,-0.3433317,-0.2153593,10
BRD-A02180903,betamethasone,11,-0.28522876,-0.2897962418181818,-0.35146713,-0.21673614,11
BRD-K68246049,TTNPB,9,-0.28518724,-0.30202464444444443,-0.40949488,-0.23596084,9
BRD-K32330832,VER-155008,6,-0.2851405,-0.2930084016666667,-0.40668017,-0.19760486,6
BRD-K88742110,PCI-34051,51,-0.2851169,-0.29331102019607846,-0.4860838,-0.18937984,51
BRD-K22631935,neurodazine,6,-0.285099475,-0.29570606666666666,-0.3842403,-0.23957196,6
BRD-K88759641,EMD-66684,5,-0.28506446,-0.280483634,-0.3520155,-0.19858679,5
BRD-A45140972,meclocycline,8,-0.28506337000000004,-0.28659515,-0.3459106,-0.21166334,8
BRD-K54256913,MK-1775,2,-0.28505459499999997,-0.28505459499999997,-0.31061566,-0.25949353,2
BRD-K24132293,piperlongumine,13,-0.28499544,-0.28014158,-0.34865826,-0.20996282,13
BRD-K74284736,L-689560,6,-0.28494152500000003,-0.29700960833333334,-0.38309652,-0.247576,6
BRD-K64402243,ivachtin,5,-0.28488535,-0.302853566,-0.3831346,-0.2677409,5
BRD-K34608650,GP-2a,3,-0.2848817,-0.28477257333333333,-0.33429497,-0.23514105,3
BRD-A91992993,siguazodan,2,-0.28480943999999997,-0.28480943999999997,-0.30412763,-0.26549125,2
BRD-K50398167,meclofenamic-acid,6,-0.28476742499999996,-0.290046425,-0.35141447,-0.2445579,6
BRD-K01868942,RS-23597-190,4,-0.28472587,-0.2773465525,-0.30635843,-0.23357604,4
BRD-K76907295,VU-0418947-2,1,-0.2847187,-0.2847187,-0.2847187,-0.2847187,1
BRD-K97181089,amiloride,19,-0.28471082,-0.27923069263157896,-0.34979153,-0.19391195,19
BRD-A11813248,AM-92016,4,-0.284696115,-0.3008807375,-0.37794787,-0.25618285,4
BRD-K55991774,BAS-09104376,9,-0.28469148,-0.28590823777777774,-0.34870648,-0.22592622,9
BRD-K90733503,cephalexin,6,-0.284606935,-0.28992574833333334,-0.35160306,-0.25065216,6
BRD-K84996949,sinensetin,6,-0.284600605,-0.2785020266666667,-0.33857673,-0.20520341,6
BRD-K81128206,edrophonium,2,-0.284591795,-0.284591795,-0.31498003,-0.25420356,2
BRD-A63646118,fumonisin-b1,9,-0.28458583,-0.27590724555555557,-0.34568638,-0.18800968,9
BRD-K11853856,PJ-34,20,-0.28455019,-0.2994050355,-0.44130147,-0.20109218,20
BRD-K65146499,nabumetone,7,-0.28449792,-0.3074132585714286,-0.4228488,-0.23869413,7
BRD-K68341547,W-9,6,-0.2843788,-0.28102171000000004,-0.32712442,-0.22142005,6
BRD-A28422058,L-689560,4,-0.28437406499999995,-0.2829894625,-0.35209692,-0.2111128,4
BRD-K01648091,LE-300,5,-0.284374,-0.288188304,-0.31218922,-0.26266032,5
BRD-K22662435,ganciclovir,5,-0.28433156,-0.285072152,-0.35445416,-0.24218948,5
BRD-K25591257,resveratrol,5,-0.28418666,-0.29917962600000003,-0.3865103,-0.23216769,5
BRD-K95785537,PP-2,4,-0.28413710000000003,-0.2854678175,-0.31511337,-0.2584837,4
BRD-K19227686,phenolphthalein,1,-0.28413653,-0.28413653,-0.28413653,-0.28413653,1
BRD-K28115081,apafant,2,-0.28408,-0.28408,-0.33023748,-0.23792252,2
BRD-U01690642,acetyl-geranyl-cysteine,6,-0.28396361999999997,-0.2726914833333333,-0.33147123,-0.17523387,6
BRD-K92980438,BRD-K92980438,5,-0.2839227,-0.298853044,-0.4078619,-0.2407299,5
BRD-K68185022,ursolic-acid,2,-0.28392099,-0.28392099,-0.33305556,-0.23478642,2
BRD-K38775274,dexamethasone,8,-0.28389691,-0.28276780749999997,-0.304015,-0.25199136,8
BRD-A19195498,trimipramine,9,-0.28387493,-0.2716476311111111,-0.34683692,-0.17130817,9
BRD-K86434416,selegiline,7,-0.28381243,-0.27724827571428573,-0.3420361,-0.18516877,7
BRD-K39915878,loxapine,15,-0.28381068,-0.29867161933333336,-0.38584042,-0.2032443,15
BRD-K32318651,acyclovir,2,-0.283715365,-0.283715365,-0.34448352,-0.22294721,2
BRD-K54704028,BAY-36-7620,6,-0.28361179999999997,-0.27204987333333336,-0.3229347,-0.19344154,6
BRD-K85402309,dovitinib,9,-0.28354642,-0.28756804333333336,-0.41680413,-0.19989309,9
BRD-K51276371,aloisine,5,-0.28351983,-0.274680602,-0.287709,-0.24905244,5
BRD-K66944906,fraxidin,5,-0.2834958,-0.27916008,-0.36282462,-0.18439496,5
BRD-K78431006,crizotinib,19,-0.28347617,-0.2851314742105263,-0.39226407,-0.17141765,19
BRD-U33728988,QL-X-138,7,-0.2834707,-0.2759865657142857,-0.3450876,-0.17862615,7
BRD-K91733562,secoisolariciresinol,5,-0.28345168,-0.288859902,-0.38221994,-0.19718392,5
BRD-K49519144,LY-2140023,5,-0.28344798,-0.285213074,-0.37423462,-0.20949575,5
BRD-K64236792,austricine,6,-0.2834339,-0.2919447133333333,-0.38129646,-0.23540437,6
BRD-K95202259,ML-3163,5,-0.28337792,-0.307396552,-0.39476937,-0.26385105,5
BRD-K98490050,amsacrine,3,-0.28337127,-0.2847660966666667,-0.33685812,-0.2340689,3
BRD-A54596827,solifenacin,6,-0.28335206,-0.29267281166666664,-0.37299,-0.23270026,6
BRD-K79930101,GW-583340,6,-0.283342765,-0.279633215,-0.40080416,-0.18666795,6
BRD-K95739795,tetrabenazine,7,-0.28333622,-0.2855035871428572,-0.34371382,-0.24422625,7
BRD-A93424738,dexamethasone-acetate,5,-0.283233,-0.294753694,-0.3565063,-0.2615111,5
BRD-A90515964,guaifenesin,6,-0.283155335,-0.2777186466666667,-0.34069565,-0.20025879,6
BRD-A08877921,cephalotaxine,2,-0.28304704999999997,-0.28304704999999997,-0.31885004,-0.24724406,2
BRD-K87510569,RS-504393,3,-0.2830317,-0.27720074,-0.30888534,-0.23968518,3
BRD-K37080523,isoreserpine,3,-0.28300327,-0.2718071733333333,-0.29164162,-0.24077663,3
BRD-A38030642,cyclosporin-a,12,-0.283000305,-0.28899307916666667,-0.37921423,-0.21366967,12
BRD-K64044582,linoleamide,5,-0.28298932,-0.30014441999999997,-0.38082987,-0.23244223,5
BRD-K58772419,AZD-6482,7,-0.28293914,-0.2779484657142857,-0.33383727,-0.20342407,7
BRD-K46937689,phenazone,9,-0.28290576,-0.2774045422222222,-0.347708,-0.21649766,9
BRD-A70407468,PSB-36,3,-0.28270817,-0.28737183,-0.31581312,-0.2635942,3
BRD-K89329876,BRD-K89329876,8,-0.28269772,-0.27351403,-0.34959424,-0.19340649,8
BRD-K98530306,clonidine,14,-0.28267136,-0.27373881285714285,-0.30076218,-0.21768516,14
BRD-K50590187,capsaicin,6,-0.28266735,-0.28505753,-0.3833026,-0.21651304,6
BRD-K90885812,propantheline,10,-0.282637885,-0.304588951,-0.38399014,-0.25641817,10
BRD-K29673530,hypericin,5,-0.28261685,-0.285783864,-0.36829257,-0.23777756,5
BRD-A53952395,prilocaine,6,-0.282595625,-0.29696196166666666,-0.38372517,-0.2095564,6
BRD-K08703257,3-amino-benzamide,20,-0.28257656,-0.27850047450000004,-0.3822026,-0.21739438,20
BRD-K32821942,azathioprine,8,-0.28257272,-0.28618991625,-0.34255776,-0.22489372,8
BRD-K19277754,paroxetine,3,-0.282556,-0.30119361333333333,-0.39133734,-0.2296875,3
BRD-K08806317,timolol,9,-0.28253657,-0.2694199477777778,-0.35409227,-0.18834996,9
BRD-K49657628,tyrphostin-AG-18,9,-0.2824898,-0.27523811444444446,-0.31686574,-0.21628721,9
BRD-K72264770,QW-BI-011,6,-0.28248266499999997,-0.28201482166666664,-0.39237422,-0.17882991,6
BRD-K76205745,losartan,13,-0.28246683,-0.28179368538461536,-0.3728047,-0.18120402,13
BRD-K11540476,EMF-BCA1-64,10,-0.28246197,-0.285098383,-0.35919738,-0.22664237,10
BRD-K50325075,UCL-2077,5,-0.28244781,-0.278770838,-0.3295029,-0.23642102,5
BRD-K56343971,vemurafenib,18,-0.282428225,-0.29115180111111116,-0.4580104,-0.22181454,18
BRD-A46186775,hydrocortisone-phosphate,6,-0.282370895,-0.2901897,-0.36251536,-0.2299964,6
BRD-K78637815,LY-320135,3,-0.28235292,-0.2664896433333333,-0.33167624,-0.18543977,3
BRD-A39522003,OMDM-2,4,-0.28233189999999997,-0.2876273025,-0.35671794,-0.22912747,4
BRD-K87905482,anandamide,5,-0.28232458,-0.265023764,-0.3611567,-0.17094734,5
BRD-A31801025,formestane,1,-0.28232336,-0.28232336,-0.28232336,-0.28232336,1
BRD-K16336526,capsaicin,3,-0.2823177,-0.27962719333333336,-0.3403943,-0.21616958,3
BRD-A96107863,nisoldipine,2,-0.28229294,-0.28229294,-0.2935992,-0.27098668,2
BRD-K40758068,efavirenz,6,-0.282288415,-0.3055170266666667,-0.44624886,-0.24169454,6
BRD-K24538644,KU-C104502N,4,-0.28226852999999996,-0.26702674,-0.31044158,-0.19312832,4
BRD-K52640952,BRD-K52640952,5,-0.28226823,-0.29913341,-0.39980108,-0.2405552,5
BRD-K14693417,cinchonine,6,-0.28224821,-0.277625445,-0.30828846,-0.2331945,6
BRD-K04146668,GW-441756,7,-0.2822423,-0.2679285442857143,-0.33478826,-0.1953879,7
BRD-K53665955,MK-5108,13,-0.28224185,-0.2709843330769231,-0.3445268,-0.19364896,13
BRD-K06388322,pramipexole,3,-0.28223532,-0.2901589566666667,-0.3920846,-0.19615695,3
BRD-A06784547,MRS-1334,7,-0.28222972,-0.2754462957142857,-0.30595243,-0.22928561,7
BRD-A72066420,mifobate,4,-0.282217865,-0.2832907175,-0.30607414,-0.262653,4
BRD-K81729199,AQ-RA741,4,-0.282213705,-0.28051132,-0.30896336,-0.24865451,4
BRD-K10466330,AVA,18,-0.28221087499999997,-0.27240301944444445,-0.31231803,-0.20860016,18
BRD-K43736954,cortisone,5,-0.28219637,-0.269411174,-0.29193082,-0.22866812,5
BRD-A18043272,phensuximide,6,-0.28218366500000003,-0.3102938416666667,-0.411117,-0.23878822,6
BRD-A00993607,alprenolol,9,-0.2821735,-0.27103942333333336,-0.31915286,-0.22347948,9
BRD-K99174507,cardiogenol-c,9,-0.28216267,-0.27810029444444445,-0.33691615,-0.23262182,9
BRD-A34751532,homosalate,9,-0.28215113,-0.2741288233333333,-0.3234469,-0.20155695,9
BRD-K77947974,fluspirilene,6,-0.2821407,-0.279865225,-0.3278584,-0.22326939,6
BRD-A55962179,omeprazole,13,-0.28211957,-0.28066804384615385,-0.38847908,-0.18261993,13
BRD-K61097567,SB-218795,5,-0.28211725,-0.28019666,-0.37295064,-0.20539667,5
BRD-A81233518,glycopyrrolate,8,-0.282096035,-0.2817681125,-0.41948253,-0.17789304,8
BRD-A44090213,indoprofen,8,-0.28206906,-0.28536766125,-0.37527776,-0.16790271,8
BRD-K56614220,clofazimine,4,-0.28205307,-0.27814789,-0.30816054,-0.24032488,4
BRD-K33459542,ditolylguanidine,5,-0.28203663,-0.281498588,-0.32686922,-0.24964799,5
BRD-K57222227,indometacin,10,-0.28203402499999997,-0.27159132,-0.31261843,-0.21290323,10
BRD-K51302260,KU-C103871,4,-0.28201809499999997,-0.2919253725,-0.3734344,-0.2302309,4
BRD-K62996583,lidoflazine,4,-0.281972265,-0.2724033375,-0.28924102,-0.2364278,4
BRD-K79877282,PF-543,11,-0.28195554,-0.27543431272727276,-0.36155313,-0.22521,11
BRD-U97083655,teicoplanin,5,-0.28186524,-0.273778548,-0.28851172,-0.24915855,5
BRD-K74913225,brinzolamide,8,-0.28179734,-0.28738059125,-0.381769,-0.19773199,8
BRD-A39969961,eplerenone,6,-0.28179533999999995,-0.2660666383333333,-0.3224597,-0.2058714,6
BRD-K90333595,phentolamine,7,-0.28170103,-0.2929853885714286,-0.35929114,-0.20501009,7
BRD-A92670106,tocainide,9,-0.28169763,-0.3001231222222222,-0.41467687,-0.24975197,9
BRD-K68191783,ALW-II-38-3,9,-0.28169394,-0.2636385388888889,-0.34348774,-0.16727349,9
BRD-K81847782,scandenin,2,-0.2816859,-0.2816859,-0.2953093,-0.2680625,2
BRD-K40990712,hexamethyleneamiloride,1,-0.28164247,-0.28164247,-0.28164247,-0.28164247,1
BRD-K65261396,tacrolimus,2,-0.281630875,-0.281630875,-0.3115283,-0.25173345,2
BRD-A70649075,sulconazole,2,-0.281540825,-0.281540825,-0.32988086,-0.23320079,2
BRD-K53913732,SB-408124,4,-0.28152856000000004,-0.2767851925,-0.32237148,-0.22171217,4
BRD-A70268693,PG-9,6,-0.281513855,-0.28713491666666663,-0.41173887,-0.21434508,6
BRD-K97688263,benzamil,6,-0.281513195,-0.2692247783333333,-0.33097494,-0.20067202,6
BRD-A81177136,KN-62,2,-0.281503415,-0.281503415,-0.33190846,-0.23109837,2
BRD-K93280214,gabazine,8,-0.28149855,-0.28933995749999997,-0.36180937,-0.2438608,8
BRD-K56231354,triprolidine,7,-0.28147912,-0.2706232728571429,-0.31141385,-0.21744314,7
BRD-K35377380,I-OMe-AG-538,5,-0.28147686,-0.27207662,-0.31761405,-0.20810726,5
BRD-K33425534,exemestane,5,-0.28139943,-0.305384424,-0.44223306,-0.20341669,5
BRD-K71799778,BML-259,6,-0.28137,-0.28308357833333336,-0.3471961,-0.21895531,6
BRD-K23984367,sorafenib,10,-0.28136716500000003,-0.302059285,-0.3646798,-0.2501248,10
BRD-K61480498,epoxycholesterol,4,-0.281358585,-0.298455585,-0.39797345,-0.23313172,4
BRD-K99063460,didanosine,1,-0.2813486,-0.2813486,-0.2813486,-0.2813486,1
BRD-K48168960,propylthiouracil,6,-0.28132279000000004,-0.2763196016666667,-0.328048,-0.22688118,6
BRD-K28453807,nitrocaramiphen,8,-0.28131331,-0.2905839225,-0.36524504,-0.24126476,8
BRD-K11163873,phenanthridone,16,-0.28126216000000004,-0.28199445375,-0.34411526,-0.2048707,16
BRD-K49061529,BRD-K49061529,3,-0.28126037,-0.27705303666666664,-0.2870911,-0.26280764,3
BRD-A95869247,indapamide,10,-0.281221465,-0.295105,-0.37540317,-0.2342284,10
BRD-K11399644,phenformin,8,-0.281209755,-0.276864765,-0.37714443,-0.17804313,8
BRD-K14282469,LY-165163,4,-0.281190225,-0.2853736675,-0.3431,-0.23601422,4
BRD-K23204545,busulfan,3,-0.28112003,-0.27891284,-0.28924948,-0.26636901,3
BRD-K03067624,emetine,1,-0.28111738,-0.28111738,-0.28111738,-0.28111738,1
BRD-K06557128,voriconazole,4,-0.28109805,-0.2853475875,-0.42419046,-0.15500379,4
BRD-K49807096,benazepril,7,-0.2810955,-0.26969894714285714,-0.3233593,-0.14407043,7
BRD-K76534306,enrofloxacin,4,-0.281048325,-0.26787792,-0.28911942,-0.22029561,4
BRD-A74667430,etodolac,12,-0.28102228,-0.27735682333333334,-0.3476254,-0.219009,12
BRD-K32830106,guanfacine,6,-0.28101182,-0.29449428666666666,-0.3744023,-0.23093468,6
BRD-A51820102,econazole,3,-0.2809668,-0.3080301933333333,-0.39134562,-0.25177816,3
BRD-K06024458,N-arachidonyl-GABA,8,-0.280944095,-0.27897946375,-0.3305524,-0.21149726,8
BRD-K04010869,prostaglandin-a1,13,-0.28089905,-0.27349887461538464,-0.31689006,-0.21013346,13
BRD-A09062839,amyleine,6,-0.28089585,-0.2752112,-0.32711428,-0.22407745,6
BRD-K99615199,medroxyprogesterone,3,-0.28089434,-0.2703582466666667,-0.30275086,-0.22742954,3
BRD-A30205217,ethotoin,4,-0.28089264,-0.28153392,-0.32514316,-0.23920724,4
BRD-K00088062,cyanoquinoline-11,9,-0.28087586,-0.27848020444444443,-0.34099722,-0.20831671,9
BRD-K86161929,cortisone,4,-0.28086112500000004,-0.26503759,-0.31249318,-0.18593493,4
BRD-K92049597,triamterene,14,-0.280850485,-0.29143372928571426,-0.3822298,-0.23435877,14
BRD-K57718010,pentylenetetrazol,5,-0.28083917,-0.293714596,-0.39687297,-0.18091628,5
BRD-K17008822,BD-1008,6,-0.280815485,-0.28531737,-0.3397237,-0.20927112,6
BRD-K04196797,oxcarbazepine,6,-0.28079774,-0.28738144000000004,-0.37415522,-0.23483543,6
BRD-K47780086,penciclovir,5,-0.28077918,-0.303932356,-0.3859604,-0.229184,5
BRD-A14566392,scopolamine,4,-0.280770315,-0.2833814,-0.32438567,-0.2475993,4
BRD-K48722833,iloperidone,5,-0.28075296,-0.299505686,-0.38012874,-0.24387565,5
BRD-K32755366,reserpic-acid,5,-0.28068,-0.286301276,-0.3696781,-0.20605662,5
BRD-A95939040,sertaconazole,7,-0.2806583,-0.2772807185714286,-0.32371444,-0.20357937,7
BRD-K96809896,SKF-86002,3,-0.2806306,-0.2814220733333333,-0.30575612,-0.2578795,3
BRD-K48300629,zonisamide,9,-0.2805803,-0.2939887011111111,-0.37989217,-0.21818665,9
BRD-K70914287,BIBX-1382,5,-0.2805169,-0.281531898,-0.3551315,-0.22939406,5
BRD-K21680192,mitoxantrone,7,-0.28051254,-0.2669133928571429,-0.35157216,-0.15833008,7
BRD-A77118605,D-609,3,-0.28046927,-0.2721485633333333,-0.3200013,-0.21597512,3
BRD-K00486786,Ro-08-2750,4,-0.28039545,-0.28863725,-0.36239457,-0.23136353,4
BRD-A79672927,tropicamide,6,-0.2803023,-0.29670518,-0.38853592,-0.24969476,6
BRD-K88625236,nonoxynol-9,2,-0.28028018499999996,-0.28028018499999996,-0.366874,-0.19368637,2
BRD-K93461745,buspirone,12,-0.280269,-0.27021103916666667,-0.3518534,-0.14955388,12
BRD-K41731458,triclosan,4,-0.280244215,-0.27005821500000005,-0.29655403,-0.2231904,4
BRD-K79437791,acetyl-farnesyl-cysteine,6,-0.28022119,-0.273722285,-0.29972607,-0.23286727,6
BRD-K64310881,MW-STK33-3B,3,-0.28016853,-0.28276665666666667,-0.31747016,-0.25066128,3
BRD-K73395020,ARP-101,2,-0.28013432,-0.28013432,-0.35485804,-0.2054106,2
BRD-K93080877,Ala-Ala-Phe-CMK,5,-0.28012154,-0.276073636,-0.35772026,-0.20322722,5
BRD-K27316855,calcitriol,6,-0.28009887,-0.29306329166666667,-0.40961924,-0.21415472,6
BRD-K15402119,huperzine-a,6,-0.28009319499999996,-0.284415775,-0.35465962,-0.23606391,6
BRD-K85013741,auraptene,5,-0.28009057,-0.268827584,-0.30678582,-0.22745934,5
BRD-K04210847,tamoxifen,3,-0.2800705,-0.30320517,-0.36059088,-0.26895413,3
BRD-K63979671,etifenin,6,-0.28006862,-0.26982677,-0.32023898,-0.18817136,6
BRD-A28318179,aminomethyltransferase,9,-0.2800612,-0.27819846555555555,-0.36668572,-0.19331214,9
BRD-K52219182,ICI-63197,7,-0.28004622,-0.27706397714285713,-0.34843946,-0.20211232,7
BRD-K46018455,bezafibrate,2,-0.28003455,-0.28003455,-0.3642385,-0.1958306,2
BRD-K47635719,dexamethasone,9,-0.2800109,-0.2931108777777778,-0.3506867,-0.24030726,9
BRD-K83637872,SANT-1,3,-0.27999535,-0.28392321,-0.34140718,-0.2303671,3
BRD-K39965020,doconexent,4,-0.27997380000000005,-0.2744772675,-0.30785054,-0.23011093,4
BRD-A83255679,BRD-A83255679,5,-0.27997047,-0.280460468,-0.3343683,-0.20366234,5
BRD-K68143200,NSC-95397,4,-0.279938665,-0.275406585,-0.31906044,-0.22268857,4
BRD-K54330070,SB-202190,5,-0.27986443,-0.29436891000000004,-0.33286172,-0.25766516,5
BRD-A26845397,isamoltane,6,-0.279863935,-0.2856020266666667,-0.32191163,-0.24909684,6
BRD-K82577285,dipropyl-dopamine,2,-0.279843,-0.279843,-0.29141724,-0.26826876,2
BRD-A80793822,pemoline,6,-0.27984127000000003,-0.2763690266666667,-0.33301005,-0.2161341,6
