rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
544,BRD-K60038276,irbesartan,10,-0.298226895,-0.29769191,-0.39401188,-0.23611134,0.04979377573804249,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
545,BRD-K13819402,desoxypeganine,8,-0.298183925,-0.29584590625,-0.34903455,-0.25585887,0.03213492019786172,5,A549;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,8
546,BRD-K47335880,GMX-1778,3,-0.2981806,-0.3033274666666667,-0.35593718,-0.25586462,0.05023442040674634,3,A549;MCF7;PC3,100 nM,24 h;6 h,3
547,BRD-K13390322,AT-7519,2,-0.298164395,-0.298164395,-0.32475245,-0.27157634,0.03760118797812178,1,MCF7,100 nM,24 h;6 h,2
548,BRD-K40255344,tyrphostin-A9,3,-0.29812717,-0.28930568333333334,-0.31617182,-0.25361806,0.03219638477829513,3,A375;HCC515;MCF7,10 �M,6 h,3
549,BRD-K87024524,phenelzine,8,-0.29809162,-0.29873592,-0.36435306,-0.24521285,0.04395863114567443,6,A375;A549;HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,8
550,BRD-K53855319,SRT-1720,2,-0.298080995,-0.298080995,-0.36114943,-0.23501256,0.089192236134646,2,HA1E;HT29,10 �M,24 h,2
551,BRD-A29260609,acebutolol,4,-0.298069445,-0.3013787875,-0.33064246,-0.2787338,0.021815462684437667,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
552,BRD-K71726959,BRD-K71726959,11,-0.29802173,-0.2992220890909091,-0.3648916,-0.24186713,0.03856703907665911,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M;100 �M,24 h;6 h,11
553,BRD-K76211160,BRD-K76211160,2,-0.29791405000000004,-0.29791405000000004,-0.3418818,-0.2539463,0.06217978835702967,2,A375;VCAP,10 �M,24 h,2
554,BRD-K06792661,narciclasine,19,-0.2978925,-0.3018710752631579,-0.38819334,-0.22623694,0.05410784174599295,2,A549;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,19
555,BRD-A45543382,metrizamide,5,-0.29787558,-0.281561044,-0.3559806,-0.20937712,0.06097671164638412,5,A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
556,BRD-K34330170,rotenonic-acid,5,-0.297821,-0.299598696,-0.33613676,-0.27114427,0.02478367594158967,4,A549;HA1E;HCC515;HEPG2,10 �M,24 h;6 h,5
557,BRD-K89708791,rifaximin,8,-0.29779329,-0.30484454,-0.37613776,-0.23430662,0.05751360721620579,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
558,BRD-A92826379,lupanine,8,-0.29778141,-0.29431559875,-0.33877045,-0.2412658,0.029373434296645587,6,A375;HA1E;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
559,BRD-K45479396,BP-554,2,-0.29777439,-0.29777439,-0.30086258,-0.2946862,0.004367360181184955,2,A549;MCF7,10 �M,24 h;6 h,2
560,BRD-K69195780,NAN-190,2,-0.29774064,-0.29774064,-0.31975824,-0.27572304,0.031137588530905893,2,HEPG2;VCAP,10 �M,24 h;6 h,2
561,BRD-K92446736,zatebradine,5,-0.29773283,-0.2640952,-0.30661923,-0.20578873,0.05218202413243183,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
562,BRD-K78959463,FPL-64176,13,-0.29772633,-0.31233122076923076,-0.46365154,-0.18366855,0.07252595381195233,7,A375;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,13
563,BRD-A19374631,vinpocetine,3,-0.2976753,-0.29310958666666664,-0.37668252,-0.20497094,0.08594679156434948,3,A549;HCC515;VCAP,10 �M,24 h;6 h,3
564,BRD-K63550407,erythromycin,6,-0.29765846,-0.27996053833333334,-0.3070654,-0.22748245,0.03284864291154103,5,A375;A549;HA1E;MCF7;PC3,10 �M,24 h;6 h,6
565,BRD-K36007650,puromycin,3,-0.2976325,-0.3106628866666667,-0.36704966,-0.2673065,0.05113235496443063,3,A549;HA1E;MCF7,10 �M,24 h;6 h,3
566,BRD-K13566078,BMS-345541,3,-0.2976122,-0.2825057933333333,-0.31777593,-0.23212925,0.04477712686785107,1,MCF7,1 �M;100 nM,24 h;6 h,3
567,BRD-K28667196,fillalbin,6,-0.297512595,-0.27933882666666665,-0.3074735,-0.21743417,0.03683334503124236,5,HA1E;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,6
568,BRD-K85603128,resorcinol,9,-0.29750982,-0.29824416111111113,-0.41089964,-0.20419055,0.06944456745914387,5,HA1E;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,9
569,BRD-K91243525,SR-142948,6,-0.297423345,-0.3026271333333333,-0.3633221,-0.24679631,0.04757243922753663,5,HA1E;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
570,BRD-K89162000,tandutinib,1,-0.29736847,-0.29736847,-0.29736847,-0.29736847,0.0,1,VCAP,10 �M,24 h,1
571,BRD-K16604360,BRD-K16604360,6,-0.297290275,-0.286342685,-0.32463872,-0.21585906,0.03822361170859802,5,A549;HA1E;HCC515;HEPG2;HT29,10 �M,24 h;6 h,6
572,BRD-A67862938,naftidrofuryl,7,-0.29728758,-0.30996330285714285,-0.39502722,-0.26387855,0.042714401687014854,5,A375;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
573,BRD-K09255212,clioquinol,7,-0.29727322,-0.2899845728571429,-0.34602973,-0.24248385,0.04374145623192249,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
574,BRD-K16618170,BRD-K16618170,6,-0.297251675,-0.28831725,-0.32338238,-0.236049,0.038126150555593215,6,A375;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
575,BRD-K86301799,dipyridamole,12,-0.29723599,-0.28248239999999997,-0.3885187,-0.16063304,0.06564845309530178,5,A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
576,BRD-K31342827,bisindolylmaleimide,7,-0.2972134,-0.27323587857142856,-0.3195833,-0.21614215,0.0408915241702114,4,A375;A549;HA1E;PC3,10 �M,24 h;6 h,7
577,BRD-K08287586,butyl-paraben,6,-0.29711584999999996,-0.31214608833333335,-0.43094754,-0.22854567,0.07522703598695625,5,A375;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
578,BRD-K27305650,LY-294002,20,-0.29708488,-0.294184769,-0.36672038,-0.20583755,0.04061191829163784,5,A549;HCC515;HT29;MCF7;PC3,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,20
579,BRD-A16478930,amcinonide,3,-0.29705644,-0.2977733933333333,-0.37167022,-0.22459352,0.07354097114727362,3,A549;HA1E;PC3,10 �M,24 h;6 h,3
580,BRD-K92428153,mycophenolate-mofetil,5,-0.29703328,-0.297729384,-0.4090483,-0.19349943,0.08997627101369911,5,A549;HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
581,BRD-K88429204,pyrimethamine,11,-0.29695687,-0.30817880454545454,-0.44192165,-0.2293427,0.06930758548998317,6,A549;HA1E;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
582,BRD-K31611373,fluprostenol,5,-0.29685158,-0.287080258,-0.30303103,-0.25293916,0.021103950046072392,4,A549;HA1E;HCC515;HEPG2,10 �M,24 h;6 h,5
583,BRD-A36267905,buphenine,8,-0.29678597500000004,-0.310863265,-0.4290315,-0.24891877,0.05310112731254447,5,HCC515;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,8
584,BRD-K49404994,levetiracetam,4,-0.296750005,-0.30076011999999996,-0.36604387,-0.2434966,0.05237990550077957,4,A375;HA1E;MCF7;VCAP,10 �M,24 h;6 h,4
585,BRD-K75699339,rizatriptan,11,-0.2967074,-0.2963494336363637,-0.35888183,-0.23652017,0.04285096877604942,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
586,BRD-A79803969,memantine,6,-0.29669729,-0.2783076816666667,-0.3578061,-0.19657138,0.05895252975293881,2,MCF7;PC3,10 �M,24 h;6 h,6
587,BRD-K50388907,fenofibrate,6,-0.29669407000000003,-0.29516487333333336,-0.35777253,-0.21808717,0.05364863414178803,5,HA1E;HCC515;HEPG2;HT29;MCF7,10 �M,24 h;6 h,6
588,BRD-K78373679,Ro-3306,4,-0.29669177,-0.28297975,-0.34983623,-0.18869923,0.06766261429817651,3,HCC515;PC3;VCAP,10 �M,24 h;6 h,4
589,BRD-A70461345,naloxone,5,-0.2966824,-0.295056728,-0.3700845,-0.19607571,0.06530722296649712,4,HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
590,BRD-K50859149,sulfafurazole,10,-0.296658085,-0.300732999,-0.38011992,-0.2297805,0.06394395554336547,5,HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
591,BRD-A75455249,kavain,7,-0.29661673,-0.27467326285714283,-0.32405347,-0.1984852,0.046850767785012744,6,HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
592,BRD-K99447003,enalaprilat,8,-0.29659754,-0.30060822625,-0.3834804,-0.23128214,0.058274589655650834,5,A549;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,8
593,BRD-K23623876,decafluorobutane,5,-0.29659045,-0.276885112,-0.3418261,-0.19326155,0.05934032268832527,5,A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,5
594,BRD-K57545991,enalapril,9,-0.29657468,-0.28868964,-0.35949168,-0.21328104,0.0435324033151821,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
595,BRD-A65280694,molindone,10,-0.296571715,-0.280310622,-0.35277385,-0.16670698,0.05547364359390659,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
596,BRD-A62184259,cycloheximide,9,-0.29650724,-0.3075140433333334,-0.42732805,-0.22758421,0.06938866764409461,5,A549;HA1E;HCC515;HT29;PC3,10 �M,24 h;6 h,9
597,BRD-K86509404,iso-olomoucine,4,-0.29646258000000003,-0.2931310075,-0.37656087,-0.203038,0.07194963809781736,4,A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,4
598,BRD-A41995253,brucine,8,-0.29643756,-0.2975200725,-0.34967086,-0.21813942,0.04472159983667297,5,HA1E;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,8
599,BRD-K62982419,cilomilast,5,-0.29641342,-0.29094096399999997,-0.329149,-0.24454272,0.030720896047724277,5,A549;HA1E;HEPG2;PC3;VCAP,10 �M,24 h;6 h,5
600,BRD-K49519092,immethridine,13,-0.29640782,-0.29872657384615386,-0.36742038,-0.24971949,0.040063860046378984,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
601,BRD-K81473089,tacrine,7,-0.2964024,-0.2850140942857143,-0.34878194,-0.17021874,0.059738086425843634,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,6 h,7
602,BRD-K26863634,BIX-01338,4,-0.29637477,-0.29306137,-0.3300678,-0.24942814,0.03352136816173032,4,A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,4
603,BRD-A05352148,ipratropium,8,-0.296289355,-0.27776554875000004,-0.31862172,-0.20575586,0.04084182262027539,7,A375;A549;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
604,BRD-K34092021,arvanil,3,-0.2962787,-0.29662218,-0.32947,-0.26411784,0.03267743392693493,3,A375;HEPG2;PC3,10 �M,24 h;6 h,3
605,BRD-K41260949,valproic-acid,19,-0.29625726,-0.29535761315789477,-0.36939478,-0.21770796,0.047830634812543404,7,A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,19
606,BRD-K93441486,diphemanil,5,-0.29616815,-0.282436352,-0.3255375,-0.2149252,0.047808457355886,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
607,BRD-K54316499,tolterodine,3,-0.29610914,-0.2925802066666667,-0.29619578,-0.2854357,0.006187475919543709,3,A375;HA1E;VCAP,10 �M,24 h;6 h,3
608,BRD-K13725475,rhodomyrtoxin,8,-0.29610225,-0.29346051875,-0.35414284,-0.25752223,0.029439399594546983,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
609,BRD-K24576554,AT-9283,17,-0.29609686,-0.2961415605882353,-0.42764202,-0.23244828,0.04704415988149329,7,A375;A549;HCC515;HEPG2;HT29;MCF7;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M;3.33 �M,24 h,17
610,BRD-K23478508,digoxin,2,-0.296058015,-0.296058015,-0.3159976,-0.27611843,0.028198831535091107,2,MCF7;VCAP,10 �M,6 h,2
611,BRD-K91900765,VX-745,12,-0.29604432,-0.290642925,-0.33436984,-0.24854279,0.029515718189520177,5,A549;HEPG2;MCF7;PC3;VCAP,1 �M;10 �M;100 nM,24 h;6 h,12
612,BRD-K61217870,N-(3-acetamidophenyl)-3-chlorobenzamide,14,-0.29603825500000003,-0.29147577357142856,-0.3808543,-0.17527774,0.0582065483229454,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,14
613,BRD-K82731415,olomoucine,8,-0.29600075000000003,-0.2883549675,-0.33801395,-0.21239492,0.04606715724539268,5,HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
614,BRD-K32107296,temozolomide,12,-0.295948955,-0.2852013033333333,-0.35439897,-0.21198992,0.047349630659104434,7,A375;A549;HA1E;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,12
615,BRD-A20527803,IB-MECA,4,-0.295924305,-0.2926646025,-0.36201027,-0.21679953,0.05954227012205217,3,HEPG2;HT29;VCAP,10 �M,24 h;6 h,4
616,BRD-A41304429,practolol,8,-0.295906545,-0.31328192125,-0.41209298,-0.26296288,0.04827451934204313,6,A375;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
617,BRD-A17411484,carprofen,8,-0.295897855,-0.30586818875,-0.44174638,-0.18981126,0.07846300193395364,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
618,BRD-K89375097,pirenzepine,5,-0.29587793,-0.316285252,-0.38492686,-0.27580833,0.04663845784044396,4,A375;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
619,BRD-K94176593,TWS-119,6,-0.29587235,-0.295764955,-0.33916557,-0.25185785,0.038329861461783944,4,HA1E;HEPG2;MCF7;VCAP,10 �M;100 nM;500 nM,24 h;6 h,6
620,BRD-K58938839,cyclopamine,4,-0.29585804,-0.28713157,-0.32791156,-0.22889864,0.041671973007426324,3,A375;HA1E;VCAP,10 �M,24 h;6 h,4
621,BRD-A10715913,sulpiride,4,-0.295844335,-0.28715167,-0.3141232,-0.24279481,0.030936572703222972,4,A549;HA1E;HEPG2;MCF7,10 �M,24 h;6 h,4
622,BRD-M64432851,sunitinib,7,-0.29582292,-0.2907492,-0.32089356,-0.2607884,0.02557651242438913,5,A375;A549;HA1E;HT29;PC3,10 �M,24 h;6 h,7
623,BRD-A83081521,finasteride,6,-0.2957048,-0.29090357666666666,-0.3493525,-0.23322478,0.046183806843516764,5,A549;HCC515;HEPG2;HT29;MCF7,10 �M,24 h;6 h,6
624,BRD-A24429032,BE-2254,6,-0.29560749,-0.28186878,-0.32675603,-0.21165194,0.042557643796129016,5,A375;HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,6
625,BRD-K29668683,BD-1063,4,-0.295569735,-0.28964487,-0.35691816,-0.21052185,0.07223513489448515,4,A375;HA1E;HCC515;HT29,10 �M,6 h,4
626,BRD-K33211335,dextromethorphan,13,-0.29553014,-0.2889954830769231,-0.36668143,-0.22254458,0.038264571502641204,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
627,BRD-K84663978,trequinsin,17,-0.29552913,-0.2880065805882353,-0.35836163,-0.2088398,0.04475860693159884,8,A375;A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M,24 h;6 h,17
628,BRD-K59222562,BRD-K59222562,7,-0.29550764,-0.30257603571428576,-0.339217,-0.25261348,0.03170155950360478,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
629,BRD-K34441861,moexipril,7,-0.29544196,-0.28859375857142855,-0.36212814,-0.20789996,0.04791683284962341,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,7
630,BRD-K52735702,cefdinir,4,-0.295436735,-0.2770929575,-0.3156374,-0.20186096,0.05112580228824215,3,A549;MCF7;PC3,10 �M,24 h;6 h,4
631,BRD-K80396088,gliquidone,9,-0.29542273,-0.2800653477777778,-0.33305705,-0.19324648,0.045205567846140875,7,A375;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
632,BRD-A34299591,budesonide,4,-0.29537108,-0.30094513,-0.33547422,-0.27756414,0.024505111641192987,3,HA1E;MCF7;PC3,10 �M,24 h;6 h,4
633,BRD-A78942461,ICI-118551,2,-0.29531388999999997,-0.29531388999999997,-0.310198,-0.28042978,0.021049310225852956,2,HT29;VCAP,10 �M,24 h;6 h,2
634,BRD-M41783010,acamprosate,3,-0.29529512,-0.31683296,-0.37530142,-0.27990234,0.05121674560249604,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,3
635,BRD-K00662280,CL-218872,6,-0.295259135,-0.294537835,-0.38256818,-0.20174757,0.06605967432810511,5,HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
636,BRD-K06014311,DH-97,2,-0.29524514,-0.29524514,-0.3083927,-0.28209758,0.018593457664114015,2,HA1E;MCF7,10 �M,24 h,2
637,BRD-A17428743,BW-723C86,5,-0.29520515,-0.284797224,-0.33409008,-0.24209222,0.03621880306923226,5,A549;HA1E;HEPG2;HT29;VCAP,10 �M,24 h;6 h,5
638,BRD-K36927236,glibenclamide,14,-0.29515026,-0.2929407064285714,-0.3710797,-0.19354203,0.05346045080736017,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,14
639,BRD-K50387473,XMD-892,6,-0.29510747000000004,-0.3094694666666667,-0.36417365,-0.26902723,0.039335419252825896,3,A549;MCF7;VCAP,1 �M;10 �M,24 h;6 h,6
640,BRD-K77625572,etomoxir,7,-0.2950875,-0.2836936271428571,-0.3336243,-0.21849494,0.04038894063073111,4,A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
641,BRD-K99621550,tubocurarine,6,-0.295017135,-0.303326905,-0.40252596,-0.24029532,0.05976448985171907,6,A375;A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
642,BRD-A09925278,etilefrine,4,-0.29497631999999996,-0.3033954175,-0.35809723,-0.2655318,0.03967701350858485,3,A549;HT29;MCF7,10 �M,24 h;6 h,4
643,BRD-K89125793,tinidazole,4,-0.294923685,-0.2969398425,-0.3077515,-0.2901605,0.0075757507868566155,2,MCF7;PC3,10 �M,24 h;6 h,4
644,BRD-A98725278,methysergide,7,-0.29489857,-0.28682366,-0.35349095,-0.2178959,0.04859812635911149,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
645,BRD-A07395371,esmolol,7,-0.29486942,-0.2700879528571428,-0.35630554,-0.17192096,0.06588112980859841,6,A375;A549;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,7
646,BRD-K12102668,nialamide,5,-0.2948376,-0.293219852,-0.32500076,-0.24647737,0.031053976639014692,3,HA1E;MCF7;PC3,10 �M,24 h;6 h,5
647,BRD-A96882008,L-732138,2,-0.29482809499999996,-0.29482809499999996,-0.35277325,-0.23688294,0.08194682407481114,2,A375;A549,10 �M,24 h;6 h,2
648,BRD-A92585442,RU-28318,6,-0.29479821,-0.2791164683333333,-0.3256697,-0.20391272,0.048018005332374436,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
649,BRD-K59184148,SB-216763,10,-0.294773985,-0.280355467,-0.3433709,-0.19794872,0.0490823250440027,4,A375;A549;MCF7;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,10
650,BRD-K09436313,prostaglandin,6,-0.29469964,-0.2775893,-0.33953553,-0.17870474,0.06955919895169324,4,A549;HEPG2;HT29;PC3,10 �M,24 h;6 h,6
651,BRD-A36010170,amcinonide,12,-0.29459270000000004,-0.2958423466666667,-0.3557632,-0.22520086,0.03642059545153273,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
652,BRD-K93725829,ERK-inhibitor-11E,8,-0.294575795,-0.2937452575,-0.37112802,-0.2178537,0.04660316443491142,6,A375;A549;HA1E;HCC515;HT29;MCF7,500 nM,24 h;6 h,8
653,BRD-A49765801,fludroxycortide,3,-0.29456934,-0.29144298,-0.29710937,-0.28265023,0.00771992730031185,2,HA1E;PC3,10 �M,24 h;6 h,3
654,BRD-K14765469,vesamicol,6,-0.294564015,-0.29955544166666664,-0.3365151,-0.26603496,0.026072393692811918,5,A549;HA1E;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,6
655,BRD-K93176058,AC-55649,7,-0.2945249,-0.27455833571428573,-0.30495507,-0.20261118,0.03803098454213173,6,A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
656,BRD-K60511616,pravastatin,10,-0.29448366000000004,-0.298157206,-0.39657667,-0.21600598,0.06760933718774276,7,A375;A549;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
657,BRD-A39052811,mosapride,4,-0.294470605,-0.293295025,-0.30587232,-0.27836657,0.01151989897869626,3,A549;MCF7;VCAP,10 �M,24 h;6 h,4
658,BRD-K15601958,SEW-2871,4,-0.29444233,-0.301294,-0.36954492,-0.24674642,0.059001177577385114,4,A375;A549;HCC515;PC3,10 �M,24 h;6 h,4
659,BRD-A01317026,"7,8-dihydro-L-biopterin",4,-0.29434772499999995,-0.2848294575,-0.29912728,-0.2514951,0.022387737293614353,4,A549;HT29;MCF7;PC3,10 �M,24 h;6 h,4
660,BRD-K27665173,D-64406,5,-0.2943442,-0.28946172,-0.36324978,-0.19543566,0.06548800836066099,5,A375;A549;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
661,BRD-A03216249,mepivacaine,6,-0.29426451,-0.2935149633333333,-0.38130292,-0.19542202,0.07630573762290688,5,A549;HA1E;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
662,BRD-K71289571,zafirlukast,9,-0.29421872,-0.2894820088888889,-0.36197427,-0.19832611,0.05058627042538038,7,A375;A549;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
663,BRD-K84639753,safinamide,6,-0.294217185,-0.30784447666666664,-0.42293173,-0.24689503,0.06164013760487551,5,A375;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
664,BRD-A56592690,PX-12,1,-0.29417717,-0.29417717,-0.29417717,-0.29417717,0.0,1,HT29,30 �M,6 h,1
665,BRD-K40213712,SAL-1,6,-0.29403689,-0.2827029016666667,-0.33193633,-0.23176548,0.039593507146665055,4,HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
666,BRD-K43887077,dopamine,8,-0.293977425,-0.2954574325,-0.39083117,-0.19624262,0.07892566773678036,4,A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
667,BRD-A84493640,atovaquone,5,-0.29395872,-0.30281499,-0.37245053,-0.26484013,0.04089656628157977,3,A375;MCF7;VCAP,10 �M,24 h;6 h,5
668,BRD-K51941867,LM-1685,5,-0.29390782,-0.286794822,-0.34173548,-0.23865506,0.04288441734507908,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
669,BRD-K01612348,meropenem,13,-0.29388618,-0.2819442023076923,-0.3478508,-0.17782453,0.043705825732872836,7,A375;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
670,BRD-K64755930,etazolate,6,-0.29387122499999996,-0.29922637999999996,-0.3827484,-0.23545891,0.06254975182915021,4,A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,6
671,BRD-A07875874,cilnidipine,2,-0.29386499499999996,-0.29386499499999996,-0.30208582,-0.28564417,0.011626002208895802,2,A549;HA1E,10 �M,24 h;6 h,2
672,BRD-K88611939,aniracetam,5,-0.2938187,-0.293016224,-0.3250832,-0.26911554,0.020679933523700674,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
673,BRD-A43331270,niguldipine,2,-0.293789375,-0.293789375,-0.34553525,-0.2420435,0.07317971822186291,2,A549;HEPG2,10 �M,24 h;6 h,2
674,BRD-A53131506,epitestosterone,4,-0.29374677,-0.285273355,-0.3389494,-0.21465048,0.052144925645492744,4,A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,4
675,BRD-K18618618,cimetidine,4,-0.29370402500000004,-0.2941172425,-0.3161353,-0.27292562,0.02227326487684041,3,HA1E;HCC515;VCAP,10 �M,24 h;6 h,4
676,BRD-K07237224,moclobemide,3,-0.29368484,-0.271654,-0.34457368,-0.17670348,0.08607624204935527,3,A549;MCF7;PC3,10 �M,6 h,3
677,BRD-K81225797,SCH-58261,3,-0.2936461,-0.29796113333333335,-0.3383289,-0.2619084,0.038392549271484055,2,A549;MCF7,10 �M,24 h;6 h,3
678,BRD-K99107520,felbamate,12,-0.29357663,-0.2971695641666667,-0.40377808,-0.20307773,0.07158563200928537,8,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,12
679,BRD-A84481105,thioridazine,34,-0.29357365,-0.28800321441176474,-0.37910318,-0.19473143,0.04962479532891476,6,A375;A549;HA1E;HT29;MCF7;PC3,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,34
680,BRD-A29734509,disopyramide,8,-0.293555335,-0.2888596225,-0.35115772,-0.22277124,0.046742270115985335,5,A375;A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,8
681,BRD-K25310650,ormetoprim,3,-0.2935155,-0.30325824333333334,-0.3663345,-0.24992473,0.05881325890993999,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
682,BRD-A37347161,BRL-52537,5,-0.29349956,-0.277460438,-0.3076334,-0.2058171,0.04105300110067862,5,A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
683,BRD-A52282606,lacidipine,4,-0.29348024,-0.28087302000000003,-0.30396855,-0.23256305,0.03286747016634027,3,A549;HT29;VCAP,10 �M,24 h;6 h,4
684,BRD-A62336480,niguldipine,2,-0.293446915,-0.293446915,-0.3082887,-0.27860513,0.02098945363682558,2,MCF7;VCAP,10 �M,6 h,2
685,BRD-K74236984,UNC-0321,8,-0.29343572,-0.2978409175,-0.34623313,-0.23128513,0.03646070427510719,6,A375;A549;HA1E;HCC515;HEPG2;HT29,10 �M,24 h;6 h,8
686,BRD-A14574269,UB-165,4,-0.29340311500000005,-0.2766303725,-0.32010412,-0.19961114,0.05452123959024861,4,A549;HEPG2;HT29;VCAP,10 �M,24 h;6 h,4
687,BRD-K01649396,indatraline,5,-0.29339662,-0.274425328,-0.33046162,-0.2209577,0.05008670451904298,5,A375;A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,5
